Date,Hour,ENV ENVZ
2019-04-13,08:00:00,97.0
2019-04-13,09:00:00,56.0
2019-04-14,10:00:00,5.0
2019-04-15,07:00:00,2.0
2019-04-15,08:00:00,4.0
2019-04-15,12:00:00,70.0
2019-04-15,13:00:00,46.0
2019-04-16,07:00:00,1.0
2019-04-16,08:00:00,114.0
2019-04-16,09:00:00,40.0
2019-04-17,07:00:00,1.0
2019-04-17,08:00:00,119.0
2019-04-17,09:00:00,35.0
2019-04-18,07:00:00,1.0
2019-04-18,08:00:00,54.0
2019-04-18,09:00:00,58.0
2019-04-18,12:00:00,91.0
2019-04-18,13:00:00,56.0
2019-04-19,09:00:00,87.0
2019-04-19,10:00:00,45.0
2019-04-20,07:00:00,1.0
2019-04-20,08:00:00,92.0
