Airports.Days.Date,Hour,SEA FIS Checkpoint,SEA SCP 2,SEA SCP 3,SEA SCP 4,SEA SCP 5
2/6/2021,10:00:00,,390,351,375,363
2/6/2021,11:00:00,,237,119,157,148
2/6/2021,12:00:00,,213,215,167,214
2/6/2021,13:00:00,,166,215,189,169
2/6/2021,14:00:00,,246,210,246,231
2/6/2021,15:00:00,,55,78,150,252
2/6/2021,16:00:00,,50,118,95,222
2/6/2021,17:00:00,,6,73,62,96
2/6/2021,18:00:00,,38,111,81,109
2/6/2021,19:00:00,,35,99,63,
2/6/2021,20:00:00,,,120,73,
2/6/2021,21:00:00,,,172,18,
2/6/2021,22:00:00,,,95,,
2/6/2021,23:00:00,,,16,,
2/7/2021,0:00:00,,,2,,
2/7/2021,1:00:00,,,28,,
2/7/2021,2:00:00,,,39,,
2/7/2021,3:00:00,,,134,,
2/7/2021,4:00:00,,282,190,231,107
2/7/2021,5:00:00,,167,252,293,164
2/7/2021,6:00:00,,351,432,436,250
2/7/2021,7:00:00,,272,414,372,244
2/7/2021,8:00:00,,223,196,191,250
2/7/2021,9:00:00,,317,306,282,303
2/7/2021,10:00:00,,555,435,421,227
2/7/2021,11:00:00,,192,262,206,256
2/7/2021,12:00:00,,212,320,214,220
2/7/2021,13:00:00,,162,222,204,188
2/7/2021,14:00:00,,192,310,274,264
2/7/2021,15:00:00,,44,192,114,173
2/7/2021,16:00:00,,56,181,179,186
2/7/2021,17:00:00,,54,80,73,157
2/7/2021,18:00:00,,31,122,65,131
2/7/2021,19:00:00,,44,220,87,
2/7/2021,20:00:00,,,185,87,
2/7/2021,21:00:00,,,155,53,
2/7/2021,22:00:00,,,104,,
2/7/2021,23:00:00,,,25,,
2/8/2021,0:00:00,,,4,,
2/8/2021,1:00:00,,,6,,
2/8/2021,2:00:00,,,2,,
2/8/2021,3:00:00,,,71,,
2/8/2021,4:00:00,,139,210,255,110
2/8/2021,5:00:00,,143,235,353,220
2/8/2021,6:00:00,,302,322,483,322
2/8/2021,7:00:00,,129,253,301,398
2/8/2021,8:00:00,,201,220,297,157
2/8/2021,9:00:00,,304,234,379,269
2/8/2021,10:00:00,,361,464,305,324
2/8/2021,11:00:00,,221,202,258,129
2/8/2021,12:00:00,,190,255,174,208
2/8/2021,13:00:00,,163,211,199,191
2/8/2021,14:00:00,,176,173,199,287
2/8/2021,15:00:00,,44,102,178,232
2/8/2021,16:00:00,,49,103,154,247
2/8/2021,17:00:00,,65,52,95,91
2/8/2021,18:00:00,,64,65,79,148
2/8/2021,19:00:00,,59,133,71,
2/8/2021,20:00:00,,,134,66,
2/8/2021,21:00:00,,,152,62,
2/8/2021,22:00:00,,,119,,
2/8/2021,23:00:00,,,34,,
2/9/2021,0:00:00,,,7,,
2/9/2021,1:00:00,,,17,,
2/9/2021,2:00:00,,,67,,
2/9/2021,3:00:00,,,158,,
2/9/2021,4:00:00,,142,176,201,207
2/9/2021,5:00:00,,121,185,318,264
2/9/2021,6:00:00,,246,392,380,331
2/9/2021,7:00:00,,143,176,304,313
2/9/2021,8:00:00,,149,146,195,173
2/9/2021,9:00:00,,306,190,246,263
2/9/2021,10:00:00,,256,354,367,276
2/9/2021,11:00:00,,185,185,164,130
2/9/2021,12:00:00,,173,199,239,205
2/9/2021,13:00:00,,147,178,285,256
2/9/2021,14:00:00,,174,162,227,201
2/9/2021,15:00:00,,27,117,179,298
2/9/2021,16:00:00,,24,183,202,224
2/9/2021,17:00:00,,22,74,93,151
2/9/2021,18:00:00,,26,72,99,150
2/9/2021,19:00:00,,35,100,43,
2/9/2021,20:00:00,,,146,65,
2/9/2021,21:00:00,,,147,62,
2/9/2021,22:00:00,,,123,,
2/9/2021,23:00:00,,,40,,
2/10/2021,0:00:00,,,9,,
2/10/2021,1:00:00,,,5,,
2/10/2021,2:00:00,,,15,,
2/10/2021,3:00:00,,,160,,
2/10/2021,4:00:00,,218,317,249,223
2/10/2021,5:00:00,,209,243,373,334
2/10/2021,6:00:00,,373,533,592,374
2/10/2021,7:00:00,,215,295,447,324
2/10/2021,8:00:00,,297,191,131,279
2/10/2021,9:00:00,54,405,185,341,277
2/10/2021,10:00:00,2,507,359,469,326
2/10/2021,11:00:00,16,195,193,196,168
2/10/2021,12:00:00,,247,216,256,234
2/10/2021,13:00:00,,250,163,301,289
2/10/2021,14:00:00,,345,201,353,323
2/10/2021,15:00:00,,112,214,231,227
2/10/2021,16:00:00,,46,308,364,291
2/10/2021,17:00:00,,42,89,92,260
2/10/2021,18:00:00,,25,122,206,195
2/10/2021,19:00:00,,69,190,59,
2/10/2021,20:00:00,,,240,101,
2/10/2021,21:00:00,,,303,88,
2/10/2021,22:00:00,,,200,,
2/10/2021,23:00:00,,,42,,
2/11/2021,0:00:00,,,11,,
2/11/2021,1:00:00,,,21,,
2/11/2021,2:00:00,,,58,,
2/11/2021,3:00:00,,,206,,
2/11/2021,4:00:00,,296,357,308,191
2/11/2021,5:00:00,,224,306,361,382
2/11/2021,6:00:00,,498,564,487,326
2/11/2021,7:00:00,,551,521,505,508
2/11/2021,8:00:00,,512,416,549,366
2/11/2021,9:00:00,,363,406,422,349
2/11/2021,10:00:00,,377,439,480,420
2/11/2021,11:00:00,,214,270,371,229
2/11/2021,12:00:00,,299,490,388,356
2/11/2021,13:00:00,,328,353,422,295
2/11/2021,14:00:00,,277,347,422,391
2/11/2021,15:00:00,,93,196,205,335
2/11/2021,16:00:00,,163,430,590,474
2/11/2021,17:00:00,,207,273,273,301
2/11/2021,18:00:00,,117,268,242,292
2/11/2021,19:00:00,,206,323,128,224
2/11/2021,20:00:00,,85,301,167,
2/11/2021,21:00:00,,90,267,86,
2/11/2021,22:00:00,,,275,,
2/11/2021,23:00:00,,,22,,
2/12/2021,0:00:00,,,16,,
2/12/2021,1:00:00,,,3,,
2/12/2021,2:00:00,,,19,,
2/12/2021,3:00:00,,,154,,
2/12/2021,4:00:00,,306,441,401,263
2/12/2021,5:00:00,,394,528,442,430
2/12/2021,6:00:00,,476,679,585,423
2/12/2021,7:00:00,,611,674,631,496
2/12/2021,8:00:00,,451,592,618,463
2/12/2021,9:00:00,,500,503,538,399
2/12/2021,10:00:00,,588,460,616,519
2/12/2021,11:00:00,,293,377,306,279
2/12/2021,12:00:00,,572,530,586,350
2/12/2021,13:00:00,,399,346,488,418
2/12/2021,14:00:00,,405,378,451,381
2/12/2021,15:00:00,,192,299,300,429
2/12/2021,16:00:00,,280,500,548,545
2/12/2021,17:00:00,,223,381,208,366
2/12/2021,18:00:00,,181,311,169,290
2/12/2021,19:00:00,,188,276,148,230
2/12/2021,20:00:00,,147,291,122,
2/12/2021,21:00:00,,110,229,135,
2/12/2021,22:00:00,,,265,,
2/12/2021,23:00:00,,,117,,
2/13/2021,0:00:00,,,61,,
2/13/2021,1:00:00,,,34,,
2/13/2021,2:00:00,,,35,,
2/13/2021,3:00:00,,,183,,
2/13/2021,4:00:00,,221,472,368,162
2/13/2021,5:00:00,,187,357,188,324
2/13/2021,6:00:00,,513,382,315,297
2/13/2021,7:00:00,,329,301,368,350
2/13/2021,8:00:00,,261,277,281,298
2/13/2021,9:00:00,,335,132,222,251
2/13/2021,10:00:00,,323,177,283,248
2/13/2021,11:00:00,,220,206,307,276
2/13/2021,12:00:00,,305,315,299,241
2/13/2021,13:00:00,,398,172,253,291
2/13/2021,14:00:00,,253,124,222,242
2/13/2021,15:00:00,,151,132,171,299
2/13/2021,16:00:00,,68,171,225,178
2/13/2021,17:00:00,,35,77,87,119
2/13/2021,18:00:00,,38,43,48,54
2/13/2021,19:00:00,,55,128,71,
2/13/2021,20:00:00,,,311,136,
2/13/2021,21:00:00,,,276,74,
2/13/2021,22:00:00,,,99,,
2/13/2021,23:00:00,,,61,,
2/14/2021,0:00:00,,,32,,
2/14/2021,1:00:00,,,36,,
2/14/2021,2:00:00,,,57,,
2/14/2021,3:00:00,,,155,,
2/14/2021,4:00:00,,210,349,221,
2/14/2021,5:00:00,,274,609,365,
2/14/2021,6:00:00,,501,610,338,
2/14/2021,7:00:00,,385,479,453,
2/14/2021,8:00:00,,665,382,446,
2/14/2021,9:00:00,,719,385,456,
2/14/2021,10:00:00,,442,398,545,
2/14/2021,11:00:00,,660,364,403,
2/14/2021,12:00:00,,670,534,513,425
2/14/2021,13:00:00,,487,520,452,440
2/14/2021,14:00:00,,301,348,248,320
2/14/2021,15:00:00,,95,227,221,264
2/14/2021,16:00:00,,85,287,217,303
2/14/2021,17:00:00,,15,279,196,252
2/14/2021,18:00:00,,43,119,75,255
2/14/2021,19:00:00,,94,113,128,130
2/14/2021,20:00:00,,122,343,121,
2/14/2021,21:00:00,,118,301,105,
2/14/2021,22:00:00,,,219,,
2/14/2021,23:00:00,,,75,,
2/15/2021,0:00:00,,,13,,
2/15/2021,1:00:00,,,24,,
2/15/2021,2:00:00,,,16,,
2/15/2021,3:00:00,,,159,,
2/15/2021,4:00:00,,182,191,250,142
2/15/2021,5:00:00,,255,385,350,392
2/15/2021,6:00:00,,477,625,583,431
2/15/2021,7:00:00,,442,672,601,386
2/15/2021,8:00:00,,373,734,442,359
2/15/2021,9:00:00,,415,489,496,349
2/15/2021,10:00:00,,443,710,646,394
2/15/2021,11:00:00,,286,380,330,332
2/15/2021,12:00:00,,414,437,368,513
2/15/2021,13:00:00,,442,416,377,403
2/15/2021,14:00:00,,578,411,360,345
2/15/2021,15:00:00,,249,321,245,381
2/15/2021,16:00:00,,237,325,281,406
2/15/2021,17:00:00,,159,250,190,433
2/15/2021,18:00:00,,99,130,193,330
2/15/2021,19:00:00,,47,173,84,177
2/15/2021,20:00:00,,107,244,130,
2/15/2021,21:00:00,,99,222,63,
2/15/2021,22:00:00,,,333,,
2/15/2021,23:00:00,,,53,,
2/16/2021,0:00:00,,,20,,
2/16/2021,1:00:00,,,13,,
2/16/2021,2:00:00,,,42,,
2/16/2021,3:00:00,,,124,,
2/16/2021,4:00:00,,261,239,198,173
2/16/2021,5:00:00,,203,303,411,328
2/16/2021,6:00:00,,357,596,450,312
2/16/2021,7:00:00,,354,630,564,338
2/16/2021,8:00:00,,399,434,414,377
2/16/2021,9:00:00,,284,396,326,306
2/16/2021,10:00:00,,347,449,430,328
2/16/2021,11:00:00,,157,335,220,285
2/16/2021,12:00:00,,261,323,295,306
2/16/2021,13:00:00,,183,300,272,257
2/16/2021,14:00:00,,269,196,318,342
2/16/2021,15:00:00,,42,181,176,216
2/16/2021,16:00:00,,44,186,243,275
2/16/2021,17:00:00,,41,100,75,245
2/16/2021,18:00:00,,60,110,87,142
2/16/2021,19:00:00,,136,186,97,
2/16/2021,20:00:00,,,355,114,
2/16/2021,21:00:00,,,327,105,
2/16/2021,22:00:00,,,162,,
2/16/2021,23:00:00,,,46,,
2/17/2021,0:00:00,,,19,,
2/17/2021,1:00:00,,,13,,
2/17/2021,2:00:00,,,46,,
2/17/2021,3:00:00,,,190,,
2/17/2021,4:00:00,,282,166,238,182
2/17/2021,5:00:00,,181,299,329,302
2/17/2021,6:00:00,,449,415,406,327
2/17/2021,7:00:00,,481,430,511,379
2/17/2021,8:00:00,,293,335,342,276
2/17/2021,9:00:00,65,280,335,380,336
2/17/2021,10:00:00,28,397,509,459,304
2/17/2021,11:00:00,,206,224,170,238
2/17/2021,12:00:00,,222,295,370,282
2/17/2021,13:00:00,,199,196,323,362
2/17/2021,14:00:00,,404,238,259,287
2/17/2021,15:00:00,,126,144,160,293
2/17/2021,16:00:00,,49,228,234,313
2/17/2021,17:00:00,,49,144,183,255
2/17/2021,18:00:00,,33,88,161,229
2/17/2021,19:00:00,,70,249,68,
2/17/2021,20:00:00,,,280,84,
2/17/2021,21:00:00,,,231,98,
2/17/2021,22:00:00,,,376,,
2/17/2021,23:00:00,,,82,,
2/18/2021,0:00:00,,,14,,
2/18/2021,1:00:00,,,10,,
2/18/2021,2:00:00,,,62,,
2/18/2021,3:00:00,,,173,,
2/18/2021,4:00:00,,198,289,214,206
2/18/2021,5:00:00,,251,304,316,326
2/18/2021,6:00:00,,489,272,428,389
2/18/2021,7:00:00,,680,297,573,586
2/18/2021,8:00:00,,336,341,319,499
2/18/2021,9:00:00,,276,254,409,460
2/18/2021,10:00:00,,431,329,458,467
2/18/2021,11:00:00,,240,214,323,290
2/18/2021,12:00:00,,280,290,443,324
2/18/2021,13:00:00,,282,251,351,384
2/18/2021,14:00:00,,158,215,391,350
2/18/2021,15:00:00,,128,185,178,272
2/18/2021,16:00:00,,80,267,255,353
2/18/2021,17:00:00,,115,249,261,313
2/18/2021,18:00:00,,167,179,221,252
2/18/2021,19:00:00,,115,276,87,
2/18/2021,20:00:00,,,499,122,
2/18/2021,21:00:00,,,344,118,
2/18/2021,22:00:00,,,203,,
2/18/2021,23:00:00,,,37,,
2/19/2021,0:00:00,,,20,,
2/19/2021,1:00:00,,,3,,
2/19/2021,2:00:00,,,15,,
2/19/2021,3:00:00,,,114,,
2/19/2021,4:00:00,,227,393,283,136
2/19/2021,5:00:00,,251,370,337,368
2/19/2021,6:00:00,,470,437,454,306
2/19/2021,7:00:00,,546,476,630,529
2/19/2021,8:00:00,,344,526,524,430
2/19/2021,9:00:00,,355,450,392,369
2/19/2021,10:00:00,,404,471,389,385
2/19/2021,11:00:00,,217,261,289,329
2/19/2021,12:00:00,,288,373,325,350
2/19/2021,13:00:00,,300,302,372,349
2/19/2021,14:00:00,,357,238,338,407
2/19/2021,15:00:00,,185,210,229,282
2/19/2021,16:00:00,,129,302,333,368
2/19/2021,17:00:00,,201,220,179,318
2/19/2021,18:00:00,,130,136,148,270
2/19/2021,19:00:00,,85,322,98,
2/19/2021,20:00:00,,,360,138,
2/19/2021,21:00:00,,,339,91,
2/19/2021,22:00:00,,,281,,
2/19/2021,23:00:00,,,54,,
2/20/2021,0:00:00,,,6,,
2/20/2021,1:00:00,,,12,,
2/20/2021,2:00:00,,,4,,
2/20/2021,3:00:00,,,127,,
2/20/2021,4:00:00,,245,391,242,144
2/20/2021,5:00:00,,297,382,337,426
2/20/2021,6:00:00,,509,446,498,449
2/20/2021,7:00:00,,566,468,603,402
2/20/2021,8:00:00,,467,450,450,429
2/20/2021,9:00:00,,358,387,344,361
2/20/2021,10:00:00,,326,425,397,388
2/20/2021,11:00:00,,244,214,196,232
2/20/2021,12:00:00,,236,305,262,269
2/20/2021,13:00:00,,222,255,273,292
2/20/2021,14:00:00,,224,194,215,290
2/20/2021,15:00:00,,99,72,118,202
2/20/2021,16:00:00,,56,117,145,235
2/20/2021,17:00:00,,32,62,70,122
2/20/2021,18:00:00,,40,69,67,90
2/20/2021,19:00:00,,51,74,79,
2/20/2021,20:00:00,,,225,74,
2/20/2021,21:00:00,,,225,80,
2/20/2021,22:00:00,,,194,,
2/20/2021,23:00:00,,,23,,
