Date,FLL Checkpoint D,FLL Checkpoint E,FLL Checkpoint F,FLL Checkpoint G,FLL T1 Central,FLL T1 Checkpoint,FLL T2 Checkpoint,FLL T3E Checkpoint,FLL T3F Checkpoint,FLL T4 Checkpoint,Hour
2020-02-28,,,,,,1129.0,524.0,367.0,417.0,425.0,13:00:00
2020-02-28,,,,,,1171.0,545.0,562.0,479.0,630.0,14:00:00
2020-02-28,,,,,,1109.0,410.0,517.0,682.0,781.0,15:00:00
2020-02-28,,,,,,937.0,450.0,451.0,803.0,650.0,16:00:00
2020-02-28,,,,,,1074.0,471.0,450.0,765.0,641.0,17:00:00
2020-02-28,,,,,,1031.0,362.0,330.0,592.0,879.0,18:00:00
2020-02-28,,,,,,587.0,332.0,150.0,565.0,1245.0,19:00:00
2020-02-28,,,,,,236.0,187.0,8.0,594.0,800.0,20:00:00
2020-02-28,,,,,,23.0,90.0,,276.0,577.0,21:00:00
2020-02-28,,,,,,,96.0,,235.0,444.0,22:00:00
2020-02-28,,,,,,,45.0,,38.0,120.0,23:00:00
2020-02-29,,,,,,,,,,5.0,00:00:00
2020-02-29,,,,,,59.0,,151.0,161.0,,03:00:00
2020-02-29,,,,,,489.0,546.0,586.0,541.0,227.0,04:00:00
2020-02-29,,,,,,1176.0,396.0,443.0,558.0,862.0,05:00:00
2020-02-29,,,,,,1496.0,592.0,465.0,756.0,1310.0,06:00:00
2020-02-29,,,,,,1383.0,508.0,547.0,763.0,762.0,07:00:00
2020-02-29,,,,,,1725.0,567.0,549.0,631.0,796.0,08:00:00
2020-02-29,,,,,,1783.0,1050.0,655.0,776.0,833.0,09:00:00
2020-02-29,,,,,,1735.0,812.0,653.0,587.0,929.0,10:00:00
2020-02-29,,,,,,1502.0,425.0,536.0,610.0,459.0,11:00:00
2020-02-29,,,,,,1797.0,802.0,549.0,356.0,547.0,12:00:00
2020-02-29,,,,,,1235.0,733.0,411.0,375.0,443.0,13:00:00
2020-02-29,,,,,,1526.0,734.0,300.0,600.0,585.0,14:00:00
2020-02-29,,,,,,1363.0,359.0,414.0,683.0,691.0,15:00:00
2020-02-29,,,,,,1227.0,534.0,301.0,743.0,623.0,16:00:00
2020-02-29,,,,,,1406.0,355.0,363.0,632.0,539.0,17:00:00
2020-02-29,,,,,,962.0,198.0,279.0,526.0,940.0,18:00:00
2020-02-29,,,,,,279.0,225.0,158.0,419.0,1326.0,19:00:00
2020-02-29,,,,,,95.0,102.0,42.0,319.0,764.0,20:00:00
2020-02-29,,,,,,3.0,27.0,,208.0,501.0,21:00:00
2020-02-29,,,,,,,,,144.0,294.0,22:00:00
2020-02-29,,,,,,,,,9.0,54.0,23:00:00
2020-03-01,,,,,,43.0,,131.0,183.0,,03:00:00
2020-03-01,,,,,,636.0,657.0,614.0,594.0,234.0,04:00:00
2020-03-01,,,,,,1311.0,490.0,434.0,731.0,819.0,05:00:00
2020-03-01,,,,,,1613.0,770.0,483.0,808.0,1481.0,06:00:00
2020-03-01,,,,,,1595.0,582.0,647.0,829.0,692.0,07:00:00
2020-03-01,,,,,,1490.0,570.0,445.0,630.0,730.0,08:00:00
2020-03-01,,,,,,1749.0,832.0,650.0,702.0,1258.0,09:00:00
2020-03-01,,,,,,1619.0,762.0,535.0,797.0,938.0,10:00:00
2020-03-01,,,,,,1417.0,656.0,368.0,595.0,441.0,11:00:00
2020-03-01,,,,,,1152.0,727.0,530.0,349.0,581.0,12:00:00
2020-03-01,,,,,,943.0,607.0,420.0,363.0,413.0,13:00:00
2020-03-01,,,,,,920.0,604.0,371.0,686.0,502.0,14:00:00
2020-03-01,,,,,,1330.0,457.0,412.0,614.0,628.0,15:00:00
2020-03-01,,,,,,1292.0,348.0,283.0,797.0,669.0,16:00:00
2020-03-01,,,,,,1473.0,427.0,463.0,847.0,560.0,17:00:00
2020-03-01,,,,,,1095.0,584.0,431.0,822.0,1167.0,18:00:00
2020-03-01,,,,,,866.0,302.0,161.0,761.0,1410.0,19:00:00
2020-03-01,,,,,,440.0,72.0,33.0,480.0,840.0,20:00:00
2020-03-01,,,,,,167.0,47.0,,449.0,533.0,21:00:00
2020-03-01,,,,,,10.0,34.0,,124.0,392.0,22:00:00
2020-03-01,,,,,,,20.0,,16.0,39.0,23:00:00
2020-03-02,,,,,,61.0,,170.0,192.0,,03:00:00
2020-03-02,,,,,,740.0,659.0,409.0,600.0,265.0,04:00:00
2020-03-02,,,,,,1340.0,624.0,499.0,636.0,861.0,05:00:00
2020-03-02,,,,,,1289.0,810.0,439.0,857.0,1345.0,06:00:00
2020-03-02,,,,,,1173.0,433.0,373.0,629.0,631.0,07:00:00
2020-03-02,,,,,,1521.0,486.0,419.0,498.0,688.0,08:00:00
2020-03-02,,,,,,1395.0,768.0,593.0,680.0,786.0,09:00:00
2020-03-02,,,,,,1235.0,760.0,683.0,689.0,507.0,10:00:00
2020-03-02,,,,,,896.0,568.0,300.0,424.0,530.0,11:00:00
2020-03-02,,,,,,1283.0,672.0,618.0,545.0,491.0,12:00:00
2020-03-02,,,,,,1073.0,646.0,449.0,316.0,403.0,13:00:00
2020-03-02,,,,,,1169.0,569.0,521.0,529.0,600.0,14:00:00
2020-03-02,,,,,,946.0,443.0,450.0,750.0,796.0,15:00:00
2020-03-02,,,,,,1225.0,375.0,370.0,643.0,744.0,16:00:00
2020-03-02,,,,,,959.0,403.0,697.0,533.0,619.0,17:00:00
2020-03-02,,,,,,849.0,589.0,179.0,637.0,1004.0,18:00:00
2020-03-02,,,,,,419.0,421.0,156.0,552.0,1208.0,19:00:00
2020-03-02,,,,,,188.0,89.0,18.0,370.0,783.0,20:00:00
2020-03-02,,,,,,30.0,33.0,,272.0,644.0,21:00:00
2020-03-02,,,,,,,28.0,,140.0,241.0,22:00:00
2020-03-02,,,,,,,2.0,,3.0,21.0,23:00:00
2020-03-03,,,,,,55.0,,100.0,159.0,,03:00:00
2020-03-03,,,,,,350.0,557.0,461.0,474.0,178.0,04:00:00
2020-03-03,,,,,,996.0,555.0,455.0,553.0,868.0,05:00:00
2020-03-03,,,,,,1256.0,746.0,442.0,607.0,1322.0,06:00:00
2020-03-03,,,,,,1024.0,372.0,316.0,542.0,673.0,07:00:00
2020-03-03,,,,,,1069.0,305.0,325.0,402.0,814.0,08:00:00
2020-03-03,,,,,,1011.0,722.0,525.0,608.0,712.0,09:00:00
2020-03-03,,,,,,745.0,652.0,557.0,545.0,793.0,10:00:00
2020-03-03,,,,,,609.0,535.0,458.0,362.0,334.0,11:00:00
2020-03-03,,,,,,878.0,613.0,525.0,406.0,279.0,12:00:00
2020-03-03,,,,,,1103.0,563.0,322.0,348.0,350.0,13:00:00
2020-03-03,,,,,,1084.0,441.0,417.0,407.0,665.0,14:00:00
2020-03-03,,,,,,780.0,390.0,488.0,678.0,609.0,15:00:00
2020-03-03,,,,,,967.0,378.0,379.0,561.0,397.0,16:00:00
2020-03-03,,,,,,988.0,297.0,314.0,580.0,444.0,17:00:00
2020-03-03,,,,,,769.0,393.0,243.0,569.0,867.0,18:00:00
2020-03-03,,,,,,266.0,354.0,107.0,584.0,990.0,19:00:00
2020-03-03,,,,,,119.0,249.0,8.0,343.0,850.0,20:00:00
2020-03-03,,,,,,25.0,33.0,,250.0,475.0,21:00:00
2020-03-03,,,,,,2.0,7.0,,87.0,258.0,22:00:00
2020-03-03,,,,,,,,,12.0,35.0,23:00:00
2020-03-04,,,,,,30.0,,105.0,153.0,,03:00:00
2020-03-04,,,,,,455.0,239.0,247.0,488.0,140.0,04:00:00
2020-03-04,,,,,,1108.0,374.0,311.0,518.0,727.0,05:00:00
2020-03-04,,,,,,671.0,433.0,285.0,628.0,1016.0,06:00:00
2020-03-04,,,,,,850.0,290.0,230.0,453.0,839.0,07:00:00
2020-03-04,,,,,,1219.0,478.0,301.0,477.0,521.0,08:00:00
2020-03-04,,,,,,1069.0,838.0,407.0,344.0,627.0,09:00:00
2020-03-04,,,,,,738.0,655.0,518.0,602.0,630.0,10:00:00
2020-03-04,,,,,,785.0,403.0,293.0,429.0,311.0,11:00:00
2020-03-04,,,,,,805.0,543.0,450.0,329.0,281.0,12:00:00
2020-03-04,,,,,,1055.0,523.0,339.0,278.0,280.0,13:00:00
2020-03-04,,,,,,865.0,622.0,341.0,455.0,453.0,14:00:00
2020-03-04,,,,,,729.0,371.0,493.0,565.0,578.0,15:00:00
2020-03-04,,,,,,933.0,415.0,324.0,641.0,384.0,16:00:00
2020-03-04,,,,,,850.0,460.0,482.0,394.0,643.0,17:00:00
2020-03-04,,,,,,677.0,398.0,231.0,461.0,722.0,18:00:00
2020-03-04,,,,,,317.0,198.0,98.0,267.0,1008.0,19:00:00
2020-03-04,,,,,,91.0,78.0,2.0,256.0,621.0,20:00:00
2020-03-04,,,,,,16.0,2.0,,216.0,399.0,21:00:00
2020-03-04,,,,,,,,,108.0,243.0,22:00:00
2020-03-04,,,,,,,,,20.0,62.0,23:00:00
2020-03-05,,,,,,68.0,,119.0,188.0,,03:00:00
2020-03-05,,,,,,306.0,537.0,343.0,412.0,146.0,04:00:00
2020-03-05,,,,,,873.0,382.0,343.0,631.0,636.0,05:00:00
2020-03-05,,,,,,921.0,411.0,323.0,749.0,1151.0,06:00:00
2020-03-05,,,,,,787.0,242.0,289.0,415.0,439.0,07:00:00
2020-03-05,,,,,,1038.0,292.0,417.0,493.0,603.0,08:00:00
2020-03-05,,,,,,949.0,628.0,418.0,716.0,783.0,09:00:00
2020-03-05,,,,,,1028.0,525.0,493.0,638.0,816.0,10:00:00
2020-03-05,,,,,,595.0,412.0,286.0,403.0,376.0,11:00:00
2020-03-05,,,,,,948.0,539.0,440.0,586.0,382.0,12:00:00
2020-03-05,,,,,,858.0,499.0,456.0,247.0,278.0,13:00:00
2020-03-05,,,,,,942.0,538.0,436.0,371.0,522.0,14:00:00
2020-03-05,,,,,,871.0,324.0,488.0,567.0,657.0,15:00:00
2020-03-05,,,,,,1081.0,387.0,428.0,508.0,413.0,16:00:00
2020-03-05,,,,,,843.0,400.0,348.0,592.0,672.0,17:00:00
2020-03-05,,,,,,932.0,364.0,353.0,552.0,663.0,18:00:00
2020-03-05,,,,,,414.0,351.0,142.0,334.0,1247.0,19:00:00
2020-03-05,,,,,,103.0,76.0,6.0,288.0,709.0,20:00:00
2020-03-05,,,,,,16.0,1.0,,256.0,546.0,21:00:00
2020-03-05,,,,,,,,,118.0,368.0,22:00:00
2020-03-05,,,,,,,,,30.0,35.0,23:00:00
2020-03-06,,,,,,55.0,,104.0,201.0,,03:00:00
2020-03-06,,,,,,599.0,610.0,408.0,497.0,193.0,04:00:00
2020-03-06,,,,,,1128.0,501.0,335.0,611.0,843.0,05:00:00
2020-03-06,,,,,,1182.0,564.0,436.0,731.0,1179.0,06:00:00
2020-03-06,,,,,,947.0,260.0,358.0,404.0,640.0,07:00:00
2020-03-06,,,,,,1475.0,441.0,321.0,364.0,706.0,08:00:00
2020-03-06,,,,,,1224.0,777.0,634.0,541.0,883.0,09:00:00
2020-03-06,,,,,,1250.0,803.0,545.0,737.0,680.0,10:00:00
2020-03-06,,,,,,715.0,378.0,299.0,468.0,501.0,11:00:00
2020-03-06,,,,,,1159.0,503.0,529.0,370.0,425.0,12:00:00
2020-03-06,,,,,,866.0,645.0,402.0,290.0,363.0,13:00:00
2020-03-06,,,,,,1109.0,500.0,425.0,536.0,607.0,14:00:00
2020-03-06,,,,,,899.0,298.0,478.0,570.0,701.0,15:00:00
2020-03-06,,,,,,1019.0,407.0,446.0,657.0,557.0,16:00:00
2020-03-06,,,,,,1022.0,502.0,323.0,646.0,605.0,17:00:00
2020-03-06,,,,,,880.0,413.0,368.0,630.0,849.0,18:00:00
2020-03-06,,,,,,428.0,329.0,93.0,430.0,1188.0,19:00:00
2020-03-06,,,,,,204.0,59.0,28.0,353.0,779.0,20:00:00
2020-03-06,,,,,,30.0,7.0,,291.0,661.0,21:00:00
2020-03-06,,,,,,,,,164.0,340.0,22:00:00
2020-03-06,,,,,,,,,17.0,82.0,23:00:00
2020-03-07,,,,,,,,,,5.0,00:00:00
2020-03-07,,,,,,,,,,0.0,01:00:00
2020-03-07,,,,,,153.0,,128.0,175.0,,03:00:00
2020-03-07,,,,,,927.0,613.0,473.0,520.0,277.0,04:00:00
2020-03-07,,,,,,1435.0,464.0,312.0,471.0,825.0,05:00:00
2020-03-07,,,,,,988.0,786.0,420.0,704.0,1216.0,06:00:00
2020-03-07,,,,,,1177.0,306.0,395.0,568.0,556.0,07:00:00
2020-03-07,,,,,,1554.0,591.0,502.0,516.0,757.0,08:00:00
2020-03-07,,,,,,1311.0,1027.0,634.0,647.0,1033.0,09:00:00
2020-03-07,,,,,,1443.0,606.0,686.0,635.0,873.0,10:00:00
2020-03-07,,,,,,1114.0,450.0,519.0,455.0,347.0,11:00:00
2020-03-07,,,,,,1568.0,729.0,469.0,393.0,460.0,12:00:00
2020-03-07,,,,,,1182.0,622.0,423.0,295.0,429.0,13:00:00
2020-03-07,,,,,,1185.0,587.0,384.0,377.0,575.0,14:00:00
2020-03-07,,,,,,1008.0,444.0,409.0,639.0,691.0,15:00:00
2020-03-07,,,,,,951.0,412.0,369.0,510.0,642.0,16:00:00
2020-03-07,,,,,,1472.0,386.0,303.0,379.0,537.0,17:00:00
2020-03-07,,,,,,1182.0,255.0,315.0,725.0,973.0,18:00:00
2020-03-07,,,,,,859.0,229.0,87.0,424.0,1120.0,19:00:00
2020-03-07,,,,,,302.0,34.0,23.0,456.0,779.0,20:00:00
2020-03-07,,,,,,147.0,0.0,,64.0,361.0,21:00:00
2020-03-07,,,,,,13.0,,,43.0,186.0,22:00:00
2020-03-07,,,,,,,,,3.0,14.0,23:00:00
2020-03-08,,,,,,41.0,,128.0,116.0,,03:00:00
2020-03-08,,,,,,947.0,681.0,581.0,590.0,152.0,04:00:00
2020-03-08,,,,,,1670.0,532.0,435.0,616.0,645.0,05:00:00
2020-03-08,,,,,,1208.0,667.0,368.0,638.0,1293.0,06:00:00
2020-03-08,,,,,,904.0,383.0,461.0,625.0,858.0,07:00:00
2020-03-08,,,,,,1495.0,490.0,498.0,713.0,853.0,08:00:00
2020-03-08,,,,,,1666.0,677.0,653.0,615.0,1063.0,09:00:00
2020-03-08,,,,,,1355.0,775.0,683.0,618.0,674.0,10:00:00
2020-03-08,,,,,,1179.0,481.0,399.0,467.0,392.0,11:00:00
2020-03-08,,,,,,1390.0,629.0,648.0,467.0,462.0,12:00:00
2020-03-08,,,,,,943.0,637.0,522.0,498.0,367.0,13:00:00
2020-03-08,,,,,,976.0,587.0,504.0,405.0,574.0,14:00:00
2020-03-08,,,,,,1115.0,346.0,347.0,587.0,661.0,15:00:00
2020-03-08,,,,,,1198.0,415.0,332.0,468.0,516.0,16:00:00
2020-03-08,,,,,,1478.0,461.0,590.0,697.0,636.0,17:00:00
2020-03-08,,,,,,1057.0,642.0,304.0,594.0,839.0,18:00:00
2020-03-08,,,,,,673.0,298.0,191.0,677.0,1434.0,19:00:00
2020-03-08,,,,,,595.0,42.0,16.0,613.0,636.0,20:00:00
2020-03-08,,,,,,264.0,,,307.0,798.0,21:00:00
2020-03-08,,,,,,25.0,,,125.0,333.0,22:00:00
2020-03-08,,,,,,1.0,,,34.0,34.0,23:00:00
2020-03-09,,,,,,,,,,20.0,00:00:00
2020-03-09,,,,,,62.0,,166.0,148.0,,03:00:00
2020-03-09,,,,,,1101.0,639.0,425.0,447.0,253.0,04:00:00
2020-03-09,,,,,,1478.0,679.0,500.0,562.0,861.0,05:00:00
2020-03-09,,,,,,1124.0,638.0,451.0,649.0,1273.0,06:00:00
2020-03-09,,,,,,970.0,329.0,367.0,450.0,720.0,07:00:00
2020-03-09,,,,,,1264.0,357.0,415.0,427.0,537.0,08:00:00
2020-03-09,,,,,,953.0,753.0,452.0,567.0,588.0,09:00:00
2020-03-09,,,,,,1096.0,625.0,520.0,681.0,514.0,10:00:00
2020-03-09,,,,,,1069.0,579.0,420.0,639.0,412.0,11:00:00
2020-03-09,,,,,,1437.0,561.0,533.0,521.0,420.0,12:00:00
2020-03-09,,,,,,1211.0,491.0,348.0,420.0,337.0,13:00:00
2020-03-09,,,,,,977.0,558.0,431.0,411.0,793.0,14:00:00
2020-03-09,,,,,,1039.0,396.0,409.0,482.0,511.0,15:00:00
2020-03-09,,,,,,855.0,498.0,357.0,565.0,493.0,16:00:00
2020-03-09,,,,,,815.0,472.0,457.0,568.0,704.0,17:00:00
2020-03-09,,,,,,891.0,589.0,507.0,295.0,907.0,18:00:00
2020-03-09,,,,,,489.0,358.0,87.0,345.0,1325.0,19:00:00
2020-03-09,,,,,,250.0,80.0,20.0,378.0,728.0,20:00:00
2020-03-09,,,,,,36.0,0.0,,234.0,465.0,21:00:00
2020-03-09,,,,,,5.0,,,83.0,268.0,22:00:00
2020-03-09,,,,,,,,,17.0,49.0,23:00:00
2020-03-10,,,,,,,,,,8.0,00:00:00
2020-03-10,,,,,,55.0,,120.0,131.0,,03:00:00
2020-03-10,,,,,,504.0,492.0,243.0,446.0,132.0,04:00:00
2020-03-10,,,,,,896.0,439.0,437.0,453.0,708.0,05:00:00
2020-03-10,,,,,,957.0,534.0,295.0,537.0,1152.0,06:00:00
2020-03-10,,,,,,645.0,218.0,270.0,465.0,580.0,07:00:00
2020-03-10,,,,,,775.0,278.0,223.0,435.0,573.0,08:00:00
2020-03-10,,,,,,897.0,629.0,283.0,457.0,713.0,09:00:00
2020-03-10,,,,,,833.0,608.0,353.0,513.0,665.0,10:00:00
2020-03-10,,,,,,772.0,415.0,318.0,528.0,393.0,11:00:00
2020-03-10,,,,,,926.0,489.0,373.0,370.0,461.0,12:00:00
2020-03-10,,,,,,822.0,481.0,454.0,272.0,346.0,13:00:00
2020-03-10,,,,,,848.0,473.0,451.0,337.0,437.0,14:00:00
2020-03-10,,,,,,882.0,198.0,349.0,402.0,511.0,15:00:00
2020-03-10,,,,,,743.0,395.0,242.0,440.0,390.0,16:00:00
2020-03-10,,,,,,827.0,369.0,244.0,608.0,635.0,17:00:00
2020-03-10,,,,,,697.0,431.0,180.0,486.0,743.0,18:00:00
2020-03-10,,,,,,314.0,325.0,118.0,408.0,1215.0,19:00:00
2020-03-10,,,,,,143.0,72.0,23.0,483.0,656.0,20:00:00
2020-03-10,,,,,,39.0,1.0,,137.0,406.0,21:00:00
2020-03-10,,,,,,6.0,,,77.0,234.0,22:00:00
2020-03-10,,,,,,,,,16.0,16.0,23:00:00
2020-03-11,,,,,,49.0,,119.0,150.0,,03:00:00
2020-03-11,,,,,,626.0,469.0,328.0,259.0,155.0,04:00:00
2020-03-11,,,,,,831.0,396.0,217.0,384.0,702.0,05:00:00
2020-03-11,,,,,,772.0,491.0,173.0,614.0,960.0,06:00:00
2020-03-11,,,,,,628.0,184.0,217.0,496.0,564.0,07:00:00
2020-03-11,,,,,,824.0,368.0,266.0,382.0,608.0,08:00:00
2020-03-11,,,,,,850.0,645.0,465.0,409.0,614.0,09:00:00
2020-03-11,,,,,,663.0,533.0,375.0,453.0,594.0,10:00:00
2020-03-11,,,,,,741.0,402.0,364.0,492.0,318.0,11:00:00
2020-03-11,,,,,,1131.0,613.0,472.0,324.0,356.0,12:00:00
2020-03-11,,,,,,1028.0,493.0,363.0,318.0,277.0,13:00:00
2020-03-11,,,,,,804.0,484.0,290.0,431.0,489.0,14:00:00
2020-03-11,,,,,,723.0,275.0,292.0,412.0,600.0,15:00:00
2020-03-11,,,,,,663.0,266.0,301.0,495.0,483.0,16:00:00
2020-03-11,,,,,,959.0,360.0,401.0,529.0,552.0,17:00:00
2020-03-11,,,,,,805.0,322.0,282.0,411.0,893.0,18:00:00
2020-03-11,,,,,,280.0,185.0,134.0,348.0,1172.0,19:00:00
2020-03-11,,,,,,90.0,56.0,23.0,286.0,699.0,20:00:00
2020-03-11,,,,,,26.0,21.0,,144.0,511.0,21:00:00
2020-03-11,,,,,,2.0,56.0,,68.0,257.0,22:00:00
2020-03-11,,,,,,,29.0,,19.0,31.0,23:00:00
2020-03-12,,,,,,53.0,,110.0,214.0,,03:00:00
2020-03-12,,,,,,666.0,392.0,311.0,425.0,187.0,04:00:00
2020-03-12,,,,,,1040.0,332.0,368.0,511.0,735.0,05:00:00
2020-03-12,,,,,,869.0,320.0,318.0,603.0,1062.0,06:00:00
2020-03-12,,,,,,504.0,171.0,230.0,528.0,545.0,07:00:00
2020-03-12,,,,,,1024.0,331.0,423.0,390.0,518.0,08:00:00
2020-03-12,,,,,,988.0,668.0,540.0,524.0,999.0,09:00:00
2020-03-12,,,,,,880.0,523.0,536.0,416.0,685.0,10:00:00
2020-03-12,,,,,,754.0,208.0,355.0,422.0,284.0,11:00:00
2020-03-12,,,,,,1045.0,529.0,566.0,604.0,323.0,12:00:00
2020-03-12,,,,,,708.0,533.0,425.0,280.0,337.0,13:00:00
2020-03-12,,,,,,1052.0,342.0,433.0,381.0,638.0,14:00:00
2020-03-12,,,,,,944.0,323.0,274.0,367.0,579.0,15:00:00
2020-03-12,,,,,,1037.0,332.0,295.0,477.0,432.0,16:00:00
2020-03-12,,,,,,1185.0,470.0,417.0,668.0,610.0,17:00:00
2020-03-12,,,,,,715.0,380.0,303.0,613.0,1193.0,18:00:00
2020-03-12,,,,,,462.0,273.0,70.0,463.0,1043.0,19:00:00
2020-03-12,,,,,,135.0,69.0,11.0,379.0,671.0,20:00:00
2020-03-12,,,,,,52.0,5.0,,201.0,506.0,21:00:00
2020-03-12,,,,,,5.0,,,162.0,186.0,22:00:00
2020-03-12,,,,,,,,,22.0,35.0,23:00:00
2020-03-13,,,,,,,,130.0,225.0,,03:00:00
2020-03-13,,,,,,817.0,427.0,406.0,333.0,143.0,04:00:00
2020-03-13,,,,,,1214.0,369.0,362.0,349.0,776.0,05:00:00
2020-03-13,,,,,,1008.0,295.0,354.0,532.0,1196.0,06:00:00
2020-03-13,,,,,,905.0,216.0,294.0,450.0,513.0,07:00:00
2020-03-13,,,,,,1066.0,346.0,394.0,455.0,564.0,08:00:00
2020-03-13,,,,,,1154.0,688.0,453.0,454.0,840.0,09:00:00
2020-03-13,,,,,,780.0,406.0,462.0,483.0,637.0,10:00:00
2020-03-13,,,,,,671.0,313.0,380.0,574.0,398.0,11:00:00
2020-03-13,,,,,,1144.0,725.0,442.0,373.0,325.0,12:00:00
2020-03-13,,,,,,981.0,569.0,392.0,293.0,366.0,13:00:00
2020-03-13,,,,,,1017.0,444.0,455.0,394.0,587.0,14:00:00
2020-03-13,,,,,,1044.0,296.0,352.0,471.0,637.0,15:00:00
2020-03-13,,,,,,820.0,485.0,357.0,350.0,509.0,16:00:00
2020-03-13,,,,,,1092.0,434.0,485.0,706.0,595.0,17:00:00
2020-03-13,,,,,,883.0,486.0,177.0,420.0,1042.0,18:00:00
2020-03-13,,,,,,634.0,270.0,105.0,497.0,1214.0,19:00:00
2020-03-13,,,,,,174.0,130.0,7.0,486.0,698.0,20:00:00
2020-03-13,,,,,,43.0,0.0,,196.0,363.0,21:00:00
2020-03-13,,,,,,5.0,,,98.0,379.0,22:00:00
2020-03-13,,,,,,,,,11.0,101.0,23:00:00
2020-03-14,,,,,,,,,,6.0,00:00:00
2020-03-14,,,,,,99.0,,135.0,149.0,,03:00:00
2020-03-14,,,,,,1070.0,435.0,473.0,434.0,250.0,04:00:00
2020-03-14,,,,,,1347.0,644.0,303.0,313.0,726.0,05:00:00
2020-03-14,,,,,,1088.0,456.0,278.0,565.0,1215.0,06:00:00
2020-03-14,,,,,,1405.0,277.0,315.0,458.0,494.0,07:00:00
2020-03-14,,,,,,1506.0,556.0,490.0,489.0,608.0,08:00:00
2020-03-14,,,,,,1371.0,941.0,559.0,684.0,768.0,09:00:00
2020-03-14,,,,,,1277.0,859.0,607.0,705.0,784.0,10:00:00
2020-03-14,,,,,,1181.0,501.0,532.0,492.0,677.0,11:00:00
2020-03-14,,,,,,1619.0,665.0,446.0,344.0,356.0,12:00:00
2020-03-14,,,,,,1329.0,672.0,517.0,358.0,386.0,13:00:00
2020-03-14,,,,,,1262.0,648.0,345.0,422.0,531.0,14:00:00
2020-03-14,,,,,,1215.0,349.0,330.0,415.0,479.0,15:00:00
2020-03-14,,,,,,1004.0,518.0,281.0,466.0,512.0,16:00:00
2020-03-14,,,,,,1591.0,585.0,316.0,485.0,606.0,17:00:00
2020-03-14,,,,,,984.0,379.0,226.0,431.0,972.0,18:00:00
2020-03-14,,,,,,855.0,255.0,100.0,468.0,1162.0,19:00:00
2020-03-14,,,,,,518.0,225.0,6.0,311.0,696.0,20:00:00
2020-03-14,,,,,,99.0,36.0,,225.0,428.0,21:00:00
2020-03-14,,,,,,7.0,12.0,,90.0,244.0,22:00:00
2020-03-14,,,,,,0.0,3.0,,30.0,48.0,23:00:00
2020-03-15,,,,,,,,,,14.0,00:00:00
2020-03-15,,,,,,57.0,,126.0,110.0,,03:00:00
2020-03-15,,,,,,931.0,551.0,500.0,363.0,245.0,04:00:00
2020-03-15,,,,,,1250.0,398.0,351.0,423.0,771.0,05:00:00
2020-03-15,,,,,,1254.0,573.0,330.0,662.0,1203.0,06:00:00
2020-03-15,,,,,,1026.0,223.0,346.0,508.0,733.0,07:00:00
2020-03-15,,,,,,1106.0,564.0,441.0,575.0,591.0,08:00:00
2020-03-15,,,,,,1570.0,898.0,486.0,513.0,926.0,09:00:00
2020-03-15,,,,,,1466.0,812.0,560.0,576.0,787.0,10:00:00
2020-03-15,,,,,,1494.0,390.0,459.0,491.0,481.0,11:00:00
2020-03-15,,,,,,1490.0,686.0,554.0,464.0,384.0,12:00:00
2020-03-15,,,,,,1111.0,686.0,375.0,389.0,521.0,13:00:00
2020-03-15,,,,,,922.0,521.0,327.0,516.0,424.0,14:00:00
2020-03-15,,,,,,1166.0,301.0,383.0,374.0,593.0,15:00:00
2020-03-15,,,,,,1283.0,453.0,314.0,551.0,432.0,16:00:00
2020-03-15,,,,,,1053.0,690.0,466.0,561.0,639.0,17:00:00
2020-03-15,,,,,,1119.0,500.0,273.0,495.0,1064.0,18:00:00
2020-03-15,,,,,,903.0,306.0,99.0,413.0,1246.0,19:00:00
2020-03-15,,,,,,289.0,271.0,9.0,492.0,694.0,20:00:00
2020-03-15,,,,,,222.0,85.0,,275.0,417.0,21:00:00
2020-03-15,,,,,,17.0,,,109.0,256.0,22:00:00
2020-03-15,,,,,,,,,11.0,29.0,23:00:00
2020-03-16,,,,,,,,,,27.0,00:00:00
2020-03-16,,,,,,73.0,,139.0,84.0,,03:00:00
2020-03-16,,,,,,852.0,533.0,429.0,288.0,237.0,04:00:00
2020-03-16,,,,,,1055.0,470.0,324.0,467.0,717.0,05:00:00
2020-03-16,,,,,,947.0,383.0,346.0,430.0,1114.0,06:00:00
2020-03-16,,,,,,893.0,186.0,260.0,422.0,519.0,07:00:00
2020-03-16,,,,,,957.0,421.0,374.0,451.0,543.0,08:00:00
2020-03-16,,,,,,1279.0,830.0,516.0,599.0,579.0,09:00:00
2020-03-16,,,,,,1132.0,599.0,463.0,585.0,681.0,10:00:00
2020-03-16,,,,,,976.0,498.0,494.0,492.0,504.0,11:00:00
2020-03-16,,,,,,1324.0,647.0,379.0,548.0,392.0,12:00:00
2020-03-16,,,,,,1227.0,603.0,328.0,374.0,426.0,13:00:00
2020-03-16,,,,,,918.0,454.0,337.0,290.0,538.0,14:00:00
2020-03-16,,,,,,890.0,392.0,306.0,341.0,520.0,15:00:00
2020-03-16,,,,,,1045.0,483.0,372.0,431.0,361.0,16:00:00
2020-03-16,,,,,,1107.0,470.0,408.0,356.0,589.0,17:00:00
2020-03-16,,,,,,789.0,533.0,321.0,257.0,973.0,18:00:00
2020-03-16,,,,,,416.0,472.0,65.0,306.0,1055.0,19:00:00
2020-03-16,,,,,,194.0,149.0,12.0,289.0,647.0,20:00:00
