Date,FLL Checkpoint D,FLL Checkpoint E,FLL Checkpoint F,FLL Checkpoint G,FLL T1 Central,FLL T1 Checkpoint,FLL T2 Checkpoint,FLL T3E Checkpoint,FLL T3F Checkpoint,FLL T4 Checkpoint,Hour
2018-12-30,,,,,0.0,,,,,,00:00:00
2018-12-30,,,,,147.0,,,,,,01:00:00
2018-12-30,,,,,396.0,,,,,,03:00:00
2018-12-30,654.0,463.0,578.0,333.0,1189.0,,,,,,04:00:00
2018-12-30,626.0,500.0,719.0,910.0,1335.0,,,,,,05:00:00
2018-12-30,762.0,476.0,682.0,1227.0,1370.0,,,,,,06:00:00
2018-12-30,516.0,511.0,705.0,980.0,1548.0,,,,,,07:00:00
2018-12-30,759.0,696.0,810.0,766.0,1657.0,,,,,,08:00:00
2018-12-30,990.0,751.0,692.0,864.0,1735.0,,,,,,09:00:00
2018-12-30,840.0,801.0,778.0,599.0,1521.0,,,,,,10:00:00
2018-12-30,620.0,503.0,463.0,568.0,1608.0,,,,,,11:00:00
2018-12-30,607.0,403.0,568.0,334.0,1260.0,,,,,,12:00:00
2018-12-30,494.0,339.0,531.0,244.0,1126.0,,,,,,13:00:00
2018-12-30,591.0,464.0,577.0,743.0,1072.0,,,,,,14:00:00
2018-12-30,428.0,609.0,572.0,631.0,1055.0,,,,,,15:00:00
2018-12-30,465.0,478.0,637.0,467.0,998.0,,,,,,16:00:00
2018-12-30,469.0,492.0,645.0,565.0,1261.0,,,,,,17:00:00
2018-12-30,449.0,340.0,663.0,883.0,1337.0,,,,,,18:00:00
2018-12-30,261.0,229.0,826.0,1196.0,806.0,,,,,,19:00:00
2018-12-30,109.0,23.0,535.0,724.0,357.0,,,,,,20:00:00
2018-12-30,76.0,,243.0,439.0,67.0,,,,,,21:00:00
2018-12-30,24.0,,104.0,199.0,144.0,,,,,,22:00:00
2018-12-30,0.0,,68.0,41.0,5.0,,,,,,23:00:00
2018-12-31,,,,27.0,,,,,,,00:00:00
2018-12-31,,,,0.0,,,,,,,01:00:00
2018-12-31,,,,,35.0,,,,,,03:00:00
2018-12-31,613.0,525.0,497.0,317.0,742.0,,,,,,04:00:00
2018-12-31,677.0,631.0,643.0,873.0,1524.0,,,,,,05:00:00
2018-12-31,788.0,696.0,721.0,1379.0,1839.0,,,,,,06:00:00
2018-12-31,451.0,479.0,661.0,984.0,1430.0,,,,,,07:00:00
2018-12-31,428.0,490.0,645.0,594.0,1337.0,,,,,,08:00:00
2018-12-31,1015.0,544.0,660.0,621.0,1217.0,,,,,,09:00:00
2018-12-31,782.0,481.0,663.0,460.0,1059.0,,,,,,10:00:00
2018-12-31,335.0,477.0,414.0,291.0,679.0,,,,,,11:00:00
2018-12-31,365.0,385.0,645.0,345.0,714.0,,,,,,12:00:00
2018-12-31,482.0,244.0,433.0,423.0,1105.0,,,,,,13:00:00
2018-12-31,622.0,390.0,549.0,913.0,1084.0,,,,,,14:00:00
2018-12-31,449.0,558.0,691.0,783.0,983.0,,,,,,15:00:00
2018-12-31,280.0,533.0,548.0,384.0,887.0,,,,,,16:00:00
2018-12-31,245.0,316.0,780.0,573.0,1127.0,,,,,,17:00:00
2018-12-31,223.0,269.0,550.0,966.0,453.0,,,,,,18:00:00
2018-12-31,173.0,189.0,631.0,1286.0,146.0,,,,,,19:00:00
2018-12-31,76.0,18.0,404.0,393.0,39.0,,,,,,20:00:00
2018-12-31,23.0,,190.0,291.0,,,,,,,21:00:00
2018-12-31,56.0,,12.0,122.0,,,,,,,22:00:00
2018-12-31,56.0,,3.0,15.0,,,,,,,23:00:00
2019-01-01,29.0,,,,,,,,,,00:00:00
2019-01-01,1.0,,,,,,,,,,01:00:00
2019-01-01,,,,,51.0,,,,,,03:00:00
2019-01-01,120.0,401.0,475.0,295.0,653.0,,,,,,04:00:00
2019-01-01,387.0,445.0,635.0,755.0,1200.0,,,,,,05:00:00
2019-01-01,489.0,486.0,590.0,1467.0,1326.0,,,,,,06:00:00
2019-01-01,335.0,406.0,438.0,916.0,1543.0,,,,,,07:00:00
2019-01-01,385.0,338.0,638.0,592.0,1132.0,,,,,,08:00:00
2019-01-01,686.0,422.0,696.0,541.0,1199.0,,,,,,09:00:00
2019-01-01,850.0,514.0,416.0,503.0,946.0,,,,,,10:00:00
2019-01-01,520.0,586.0,469.0,287.0,954.0,,,,,,11:00:00
2019-01-01,521.0,492.0,614.0,340.0,831.0,,,,,,12:00:00
2019-01-01,558.0,432.0,409.0,352.0,977.0,,,,,,13:00:00
2019-01-01,805.0,542.0,598.0,794.0,1173.0,,,,,,14:00:00
2019-01-01,523.0,799.0,643.0,723.0,1034.0,,,,,,15:00:00
2019-01-01,590.0,625.0,631.0,384.0,1258.0,,,,,,16:00:00
2019-01-01,455.0,317.0,762.0,592.0,1399.0,,,,,,17:00:00
2019-01-01,423.0,467.0,750.0,1031.0,957.0,,,,,,18:00:00
2019-01-01,292.0,237.0,712.0,1328.0,591.0,,,,,,19:00:00
2019-01-01,190.0,66.0,605.0,639.0,183.0,,,,,,20:00:00
2019-01-01,41.0,,421.0,450.0,40.0,,,,,,21:00:00
2019-01-01,0.0,,157.0,269.0,63.0,,,,,,22:00:00
2019-01-01,,,12.0,4.0,0.0,,,,,,23:00:00
2019-01-02,,,6.0,,,,,,,,00:00:00
2019-01-02,,,,,357.0,,,,,,03:00:00
2019-01-02,683.0,555.0,509.0,305.0,1094.0,,,,,,04:00:00
2019-01-02,715.0,656.0,712.0,749.0,1344.0,,,,,,05:00:00
2019-01-02,654.0,662.0,758.0,1484.0,1227.0,,,,,,06:00:00
2019-01-02,499.0,565.0,652.0,1005.0,1464.0,,,,,,07:00:00
2019-01-02,457.0,464.0,626.0,664.0,1448.0,,,,,,08:00:00
2019-01-02,1040.0,569.0,665.0,820.0,1422.0,,,,,,09:00:00
2019-01-02,675.0,491.0,675.0,504.0,1177.0,,,,,,10:00:00
2019-01-02,529.0,584.0,356.0,350.0,1095.0,,,,,,11:00:00
2019-01-02,560.0,468.0,537.0,309.0,1040.0,,,,,,12:00:00
2019-01-02,462.0,321.0,424.0,511.0,983.0,,,,,,13:00:00
2019-01-02,631.0,469.0,618.0,824.0,1268.0,,,,,,14:00:00
2019-01-02,560.0,563.0,647.0,745.0,966.0,,,,,,15:00:00
2019-01-02,483.0,462.0,553.0,419.0,1084.0,,,,,,16:00:00
2019-01-02,452.0,459.0,694.0,567.0,1208.0,,,,,,17:00:00
2019-01-02,616.0,433.0,719.0,941.0,1232.0,,,,,,18:00:00
2019-01-02,370.0,244.0,730.0,1295.0,939.0,,,,,,19:00:00
2019-01-02,201.0,32.0,582.0,695.0,256.0,,,,,,20:00:00
2019-01-02,56.0,,305.0,463.0,131.0,,,,,,21:00:00
2019-01-02,32.0,,61.0,225.0,28.0,,,,,,22:00:00
2019-01-02,35.0,,13.0,24.0,,,,,,,23:00:00
2019-01-03,1.0,,8.0,,,,,,,,00:00:00
2019-01-03,,,1.0,,,,,,,,01:00:00
2019-01-03,,,,,32.0,,,,,,03:00:00
2019-01-03,347.0,506.0,477.0,283.0,550.0,,,,,,04:00:00
2019-01-03,822.0,610.0,592.0,905.0,1337.0,,,,,,05:00:00
2019-01-03,555.0,680.0,651.0,1375.0,1855.0,,,,,,06:00:00
2019-01-03,539.0,435.0,729.0,893.0,1478.0,,,,,,07:00:00
2019-01-03,436.0,453.0,537.0,714.0,1377.0,,,,,,08:00:00
2019-01-03,747.0,455.0,655.0,764.0,1253.0,,,,,,09:00:00
2019-01-03,618.0,413.0,654.0,525.0,1163.0,,,,,,10:00:00
2019-01-03,639.0,463.0,466.0,320.0,700.0,,,,,,11:00:00
2019-01-03,503.0,441.0,530.0,395.0,772.0,,,,,,12:00:00
2019-01-03,553.0,349.0,376.0,479.0,1006.0,,,,,,13:00:00
2019-01-03,697.0,527.0,626.0,812.0,1255.0,,,,,,14:00:00
2019-01-03,445.0,705.0,553.0,944.0,999.0,,,,,,15:00:00
2019-01-03,449.0,679.0,597.0,444.0,1226.0,,,,,,16:00:00
2019-01-03,451.0,425.0,596.0,566.0,1301.0,,,,,,17:00:00
2019-01-03,329.0,467.0,671.0,914.0,1090.0,,,,,,18:00:00
2019-01-03,299.0,295.0,731.0,1233.0,535.0,,,,,,19:00:00
2019-01-03,225.0,22.0,420.0,825.0,60.0,,,,,,20:00:00
2019-01-03,124.0,,246.0,506.0,6.0,,,,,,21:00:00
2019-01-03,,,208.0,214.0,10.0,,,,,,22:00:00
2019-01-03,,,14.0,24.0,,,,,,,23:00:00
2019-01-04,,,,,22.0,,,,,,03:00:00
2019-01-04,564.0,545.0,552.0,240.0,701.0,,,,,,04:00:00
2019-01-04,749.0,681.0,694.0,950.0,1405.0,,,,,,05:00:00
2019-01-04,673.0,575.0,772.0,1260.0,1672.0,,,,,,06:00:00
2019-01-04,466.0,312.0,783.0,982.0,1372.0,,,,,,07:00:00
2019-01-04,512.0,602.0,472.0,701.0,1413.0,,,,,,08:00:00
2019-01-04,905.0,713.0,599.0,662.0,1556.0,,,,,,09:00:00
2019-01-04,613.0,643.0,479.0,651.0,1246.0,,,,,,10:00:00
2019-01-04,589.0,509.0,419.0,361.0,931.0,,,,,,11:00:00
2019-01-04,433.0,543.0,628.0,441.0,952.0,,,,,,12:00:00
2019-01-04,399.0,316.0,393.0,452.0,951.0,,,,,,13:00:00
2019-01-04,722.0,487.0,508.0,746.0,1212.0,,,,,,14:00:00
2019-01-04,377.0,677.0,500.0,730.0,1215.0,,,,,,15:00:00
2019-01-04,314.0,486.0,676.0,444.0,1320.0,,,,,,16:00:00
2019-01-04,280.0,323.0,672.0,553.0,1145.0,,,,,,17:00:00
2019-01-04,384.0,300.0,658.0,1203.0,981.0,,,,,,18:00:00
2019-01-04,270.0,241.0,702.0,1188.0,584.0,,,,,,19:00:00
2019-01-04,204.0,15.0,408.0,787.0,72.0,,,,,,20:00:00
2019-01-04,125.0,,316.0,565.0,20.0,,,,,,21:00:00
2019-01-04,0.0,,191.0,225.0,,,,,,,22:00:00
2019-01-04,,,25.0,31.0,,,,,,,23:00:00
2019-01-05,,,,,28.0,,,,,,03:00:00
2019-01-05,522.0,494.0,551.0,373.0,430.0,,,,,,04:00:00
2019-01-05,763.0,662.0,628.0,838.0,1062.0,,,,,,05:00:00
2019-01-05,542.0,494.0,674.0,1362.0,1585.0,,,,,,06:00:00
2019-01-05,435.0,438.0,497.0,982.0,1874.0,,,,,,07:00:00
2019-01-05,740.0,626.0,545.0,621.0,1726.0,,,,,,08:00:00
2019-01-05,785.0,552.0,556.0,943.0,1597.0,,,,,,09:00:00
2019-01-05,717.0,634.0,568.0,501.0,1413.0,,,,,,10:00:00
2019-01-05,608.0,518.0,515.0,365.0,1329.0,,,,,,11:00:00
2019-01-05,511.0,413.0,560.0,422.0,1150.0,,,,,,12:00:00
2019-01-05,507.0,328.0,414.0,661.0,1298.0,,,,,,13:00:00
2019-01-05,895.0,364.0,518.0,942.0,1165.0,,,,,,14:00:00
2019-01-05,421.0,528.0,675.0,685.0,1083.0,,,,,,15:00:00
2019-01-05,357.0,504.0,499.0,460.0,1318.0,,,,,,16:00:00
2019-01-05,203.0,386.0,751.0,363.0,1286.0,,,,,,17:00:00
2019-01-05,131.0,470.0,699.0,1007.0,902.0,,,,,,18:00:00
2019-01-05,203.0,209.0,734.0,1156.0,626.0,,,,,,19:00:00
2019-01-05,205.0,13.0,447.0,789.0,54.0,,,,,,20:00:00
2019-01-05,114.0,,246.0,635.0,20.0,,,,,,21:00:00
2019-01-05,3.0,,107.0,213.0,,,,,,,22:00:00
2019-01-05,,,18.0,33.0,,,,,,,23:00:00
2019-01-06,,,,,39.0,,,,,,03:00:00
2019-01-06,521.0,525.0,490.0,413.0,722.0,,,,,,04:00:00
2019-01-06,746.0,624.0,725.0,816.0,1485.0,,,,,,05:00:00
2019-01-06,614.0,477.0,569.0,1314.0,1515.0,,,,,,06:00:00
2019-01-06,378.0,454.0,612.0,1041.0,1760.0,,,,,,07:00:00
2019-01-06,644.0,635.0,664.0,754.0,1901.0,,,,,,08:00:00
2019-01-06,909.0,782.0,732.0,930.0,1829.0,,,,,,09:00:00
2019-01-06,652.0,744.0,633.0,709.0,1187.0,,,,,,10:00:00
2019-01-06,468.0,654.0,483.0,434.0,1165.0,,,,,,11:00:00
2019-01-06,568.0,473.0,549.0,413.0,1033.0,,,,,,12:00:00
2019-01-06,499.0,459.0,423.0,374.0,895.0,,,,,,13:00:00
2019-01-06,830.0,464.0,628.0,855.0,1020.0,,,,,,14:00:00
2019-01-06,601.0,636.0,640.0,594.0,864.0,,,,,,15:00:00
2019-01-06,326.0,485.0,551.0,443.0,1105.0,,,,,,16:00:00
2019-01-06,284.0,481.0,481.0,583.0,1235.0,,,,,,17:00:00
2019-01-06,391.0,444.0,722.0,860.0,1387.0,,,,,,18:00:00
2019-01-06,245.0,256.0,777.0,1157.0,812.0,,,,,,19:00:00
2019-01-06,285.0,78.0,516.0,1002.0,202.0,,,,,,20:00:00
2019-01-06,68.0,,323.0,535.0,61.0,,,,,,21:00:00
2019-01-06,3.0,,115.0,285.0,,,,,,,22:00:00
2019-01-06,,,23.0,29.0,,,,,,,23:00:00
2019-01-07,,,,,30.0,,,,,,03:00:00
2019-01-07,588.0,532.0,473.0,268.0,509.0,,,,,,04:00:00
2019-01-07,703.0,484.0,746.0,798.0,1305.0,,,,,,05:00:00
2019-01-07,560.0,501.0,501.0,1171.0,1641.0,,,,,,06:00:00
2019-01-07,331.0,286.0,704.0,957.0,1336.0,,,,,,07:00:00
2019-01-07,569.0,276.0,563.0,634.0,1871.0,,,,,,08:00:00
2019-01-07,775.0,380.0,674.0,780.0,1286.0,,,,,,09:00:00
2019-01-07,788.0,564.0,669.0,539.0,1247.0,,,,,,10:00:00
2019-01-07,512.0,564.0,359.0,389.0,749.0,,,,,,11:00:00
2019-01-07,671.0,385.0,636.0,331.0,1112.0,,,,,,12:00:00
2019-01-07,597.0,373.0,464.0,453.0,923.0,,,,,,13:00:00
2019-01-07,767.0,475.0,537.0,839.0,848.0,,,,,,14:00:00
2019-01-07,553.0,733.0,629.0,713.0,1483.0,,,,,,15:00:00
2019-01-07,282.0,552.0,509.0,415.0,1013.0,,,,,,16:00:00
2019-01-07,319.0,346.0,657.0,457.0,1126.0,,,,,,17:00:00
2019-01-07,399.0,195.0,676.0,823.0,1173.0,,,,,,18:00:00
2019-01-07,276.0,170.0,546.0,949.0,428.0,,,,,,19:00:00
2019-01-07,201.0,16.0,427.0,735.0,134.0,,,,,,20:00:00
2019-01-07,104.0,,127.0,763.0,30.0,,,,,,21:00:00
2019-01-07,2.0,,143.0,188.0,3.0,,,,,,22:00:00
2019-01-07,,,50.0,26.0,,,,,,,23:00:00
2019-01-08,,,,2.0,,,,,,,00:00:00
2019-01-08,,,,0.0,,,,,,,01:00:00
2019-01-08,,,,8.0,,,,,,,02:00:00
2019-01-08,,,206.0,4.0,26.0,,,,,,03:00:00
2019-01-08,505.0,518.0,645.0,234.0,332.0,,,,,,04:00:00
2019-01-08,801.0,489.0,671.0,605.0,883.0,,,,,,05:00:00
2019-01-08,713.0,408.0,629.0,1096.0,1118.0,,,,,,06:00:00
2019-01-08,379.0,231.0,447.0,802.0,1241.0,,,,,,07:00:00
2019-01-08,252.0,356.0,484.0,543.0,1359.0,,,,,,08:00:00
2019-01-08,671.0,484.0,498.0,636.0,1192.0,,,,,,09:00:00
2019-01-08,742.0,568.0,447.0,383.0,943.0,,,,,,10:00:00
2019-01-08,675.0,467.0,413.0,275.0,739.0,,,,,,11:00:00
2019-01-08,729.0,298.0,669.0,387.0,667.0,,,,,,12:00:00
2019-01-08,658.0,323.0,285.0,324.0,724.0,,,,,,13:00:00
2019-01-08,639.0,407.0,471.0,708.0,822.0,,,,,,14:00:00
2019-01-08,411.0,482.0,508.0,826.0,1206.0,,,,,,15:00:00
2019-01-08,177.0,283.0,421.0,399.0,923.0,,,,,,16:00:00
2019-01-08,163.0,243.0,601.0,552.0,1022.0,,,,,,17:00:00
2019-01-08,283.0,191.0,479.0,841.0,855.0,,,,,,18:00:00
2019-01-08,286.0,136.0,559.0,1072.0,337.0,,,,,,19:00:00
2019-01-08,49.0,18.0,321.0,835.0,67.0,,,,,,20:00:00
2019-01-08,,,200.0,384.0,8.0,,,,,,21:00:00
2019-01-08,,,145.0,400.0,,,,,,,22:00:00
2019-01-08,,,12.0,20.0,,,,,,,23:00:00
2019-01-09,,,64.0,,26.0,,,,,,03:00:00
2019-01-09,360.0,464.0,525.0,129.0,256.0,,,,,,04:00:00
2019-01-09,444.0,407.0,534.0,691.0,734.0,,,,,,05:00:00
2019-01-09,384.0,403.0,628.0,1024.0,979.0,,,,,,06:00:00
2019-01-09,260.0,210.0,493.0,703.0,911.0,,,,,,07:00:00
2019-01-09,447.0,286.0,630.0,653.0,1140.0,,,,,,08:00:00
2019-01-09,768.0,505.0,471.0,597.0,1072.0,,,,,,09:00:00
2019-01-09,610.0,422.0,490.0,491.0,823.0,,,,,,10:00:00
2019-01-09,530.0,481.0,413.0,425.0,749.0,,,,,,11:00:00
2019-01-09,650.0,270.0,547.0,295.0,703.0,,,,,,12:00:00
2019-01-09,688.0,294.0,391.0,572.0,618.0,,,,,,13:00:00
2019-01-09,511.0,367.0,466.0,642.0,864.0,,,,,,14:00:00
2019-01-09,357.0,441.0,492.0,583.0,945.0,,,,,,15:00:00
2019-01-09,175.0,357.0,288.0,542.0,1038.0,,,,,,16:00:00
2019-01-09,133.0,525.0,407.0,607.0,908.0,,,,,,17:00:00
2019-01-09,214.0,220.0,379.0,902.0,718.0,,,,,,18:00:00
2019-01-09,249.0,155.0,496.0,1096.0,284.0,,,,,,19:00:00
2019-01-09,213.0,28.0,265.0,706.0,31.0,,,,,,20:00:00
2019-01-09,77.0,,154.0,329.0,,,,,,,21:00:00
2019-01-09,,,111.0,158.0,,,,,,,22:00:00
2019-01-09,,,11.0,11.0,,,,,,,23:00:00
2019-01-10,,,,,15.0,,,,,,03:00:00
2019-01-10,201.0,560.0,357.0,256.0,201.0,,,,,,04:00:00
2019-01-10,349.0,410.0,580.0,744.0,918.0,,,,,,05:00:00
2019-01-10,310.0,373.0,473.0,861.0,1078.0,,,,,,06:00:00
2019-01-10,222.0,316.0,298.0,583.0,1210.0,,,,,,07:00:00
2019-01-10,480.0,419.0,448.0,485.0,1280.0,,,,,,08:00:00
2019-01-10,782.0,455.0,477.0,649.0,1276.0,,,,,,09:00:00
2019-01-10,517.0,430.0,440.0,648.0,956.0,,,,,,10:00:00
2019-01-10,485.0,520.0,284.0,352.0,856.0,,,,,,11:00:00
2019-01-10,576.0,328.0,641.0,327.0,633.0,,,,,,12:00:00
2019-01-10,786.0,316.0,479.0,395.0,747.0,,,,,,13:00:00
2019-01-10,598.0,367.0,669.0,606.0,933.0,,,,,,14:00:00
2019-01-10,366.0,507.0,571.0,710.0,981.0,,,,,,15:00:00
2019-01-10,377.0,411.0,318.0,423.0,1123.0,,,,,,16:00:00
2019-01-10,341.0,304.0,500.0,362.0,945.0,,,,,,17:00:00
2019-01-10,332.0,319.0,559.0,841.0,1003.0,,,,,,18:00:00
2019-01-10,224.0,227.0,559.0,1016.0,445.0,,,,,,19:00:00
2019-01-10,188.0,7.0,408.0,869.0,50.0,,,,,,20:00:00
2019-01-10,115.0,,178.0,530.0,10.0,,,,,,21:00:00
2019-01-10,,,129.0,229.0,,,,,,,22:00:00
2019-01-10,,,20.0,11.0,,,,,,,23:00:00
2019-01-11,,,,,35.0,,,,,,03:00:00
2019-01-11,235.0,516.0,704.0,268.0,392.0,,,,,,04:00:00
2019-01-11,335.0,509.0,545.0,796.0,966.0,,,,,,05:00:00
2019-01-11,315.0,413.0,560.0,1043.0,962.0,,,,,,06:00:00
2019-01-11,282.0,239.0,459.0,577.0,1372.0,,,,,,07:00:00
2019-01-11,438.0,385.0,480.0,703.0,1465.0,,,,,,08:00:00
2019-01-11,696.0,719.0,464.0,690.0,1336.0,,,,,,09:00:00
2019-01-11,818.0,696.0,491.0,369.0,1090.0,,,,,,10:00:00
2019-01-11,453.0,486.0,422.0,346.0,661.0,,,,,,11:00:00
2019-01-11,685.0,409.0,514.0,383.0,972.0,,,,,,12:00:00
2019-01-11,614.0,449.0,493.0,413.0,831.0,,,,,,13:00:00
2019-01-11,729.0,404.0,378.0,769.0,1172.0,,,,,,14:00:00
2019-01-11,417.0,425.0,761.0,580.0,984.0,,,,,,15:00:00
2019-01-11,220.0,356.0,510.0,430.0,1193.0,,,,,,16:00:00
2019-01-11,277.0,425.0,580.0,479.0,1174.0,,,,,,17:00:00
2019-01-11,264.0,302.0,398.0,1062.0,880.0,,,,,,18:00:00
2019-01-11,217.0,103.0,459.0,1029.0,363.0,,,,,,19:00:00
2019-01-11,103.0,14.0,360.0,803.0,70.0,,,,,,20:00:00
2019-01-11,32.0,,228.0,467.0,2.0,,,,,,21:00:00
2019-01-11,,,127.0,247.0,,,,,,,22:00:00
2019-01-11,,,4.0,25.0,,,,,,,23:00:00
2019-01-12,,,,,26.0,,,,,,03:00:00
2019-01-12,174.0,617.0,740.0,376.0,230.0,,,,,,04:00:00
2019-01-12,370.0,380.0,583.0,752.0,808.0,,,,,,05:00:00
2019-01-12,401.0,468.0,547.0,1000.0,1193.0,,,,,,06:00:00
2019-01-12,322.0,294.0,379.0,730.0,1171.0,,,,,,07:00:00
2019-01-12,647.0,449.0,514.0,440.0,1778.0,,,,,,08:00:00
2019-01-12,813.0,751.0,633.0,692.0,1777.0,,,,,,09:00:00
2019-01-12,826.0,625.0,504.0,629.0,1426.0,,,,,,10:00:00
2019-01-12,523.0,494.0,405.0,311.0,1232.0,,,,,,11:00:00
2019-01-12,697.0,398.0,536.0,522.0,1330.0,,,,,,12:00:00
2019-01-12,664.0,338.0,387.0,502.0,1060.0,,,,,,13:00:00
2019-01-12,534.0,344.0,438.0,722.0,1111.0,,,,,,14:00:00
2019-01-12,284.0,355.0,393.0,723.0,1100.0,,,,,,15:00:00
2019-01-12,308.0,247.0,431.0,335.0,1145.0,,,,,,16:00:00
2019-01-12,139.0,228.0,467.0,507.0,1042.0,,,,,,17:00:00
2019-01-12,125.0,265.0,574.0,857.0,566.0,,,,,,18:00:00
2019-01-12,241.0,73.0,454.0,951.0,245.0,,,,,,19:00:00
2019-01-12,219.0,5.0,235.0,778.0,5.0,,,,,,20:00:00
2019-01-12,198.0,,212.0,433.0,,,,,,,21:00:00
2019-01-12,39.0,,160.0,217.0,,,,,,,22:00:00
2019-01-12,2.0,,8.0,19.0,,,,,,,23:00:00
2019-01-13,1.0,,,,,,,,,,00:00:00
2019-01-13,,,,,21.0,,,,,,03:00:00
2019-01-13,206.0,567.0,574.0,301.0,161.0,,,,,,04:00:00
2019-01-13,445.0,479.0,607.0,930.0,641.0,,,,,,05:00:00
2019-01-13,592.0,551.0,655.0,1069.0,1213.0,,,,,,06:00:00
2019-01-13,407.0,365.0,510.0,771.0,1682.0,,,,,,07:00:00
2019-01-13,619.0,690.0,492.0,662.0,1845.0,,,,,,08:00:00
2019-01-13,1061.0,761.0,679.0,716.0,2000.0,,,,,,09:00:00
2019-01-13,635.0,710.0,710.0,736.0,1625.0,,,,,,10:00:00
2019-01-13,726.0,582.0,499.0,504.0,1024.0,,,,,,11:00:00
2019-01-13,669.0,362.0,619.0,394.0,926.0,,,,,,12:00:00
2019-01-13,571.0,428.0,405.0,362.0,1086.0,,,,,,13:00:00
2019-01-13,617.0,425.0,591.0,741.0,998.0,,,,,,14:00:00
2019-01-13,469.0,481.0,606.0,606.0,1094.0,,,,,,15:00:00
2019-01-13,133.0,390.0,506.0,330.0,962.0,,,,,,16:00:00
2019-01-13,313.0,352.0,654.0,517.0,1248.0,,,,,,17:00:00
2019-01-13,409.0,313.0,647.0,940.0,1306.0,,,,,,18:00:00
2019-01-13,264.0,232.0,676.0,1109.0,534.0,,,,,,19:00:00
2019-01-13,165.0,29.0,400.0,772.0,104.0,,,,,,20:00:00
2019-01-13,46.0,,299.0,508.0,5.0,,,,,,21:00:00
2019-01-13,2.0,,129.0,234.0,,,,,,,22:00:00
2019-01-13,,,8.0,3.0,,,,,,,23:00:00
2019-01-14,,,,,21.0,,,,,,03:00:00
2019-01-14,363.0,537.0,591.0,351.0,501.0,,,,,,04:00:00
2019-01-14,439.0,568.0,824.0,759.0,1145.0,,,,,,05:00:00
2019-01-14,554.0,562.0,655.0,1194.0,1376.0,,,,,,06:00:00
2019-01-14,325.0,314.0,351.0,717.0,1334.0,,,,,,07:00:00
2019-01-14,515.0,444.0,497.0,625.0,1592.0,,,,,,08:00:00
2019-01-14,769.0,514.0,608.0,662.0,1372.0,,,,,,09:00:00
2019-01-14,686.0,563.0,452.0,502.0,1095.0,,,,,,10:00:00
2019-01-14,558.0,471.0,387.0,212.0,831.0,,,,,,11:00:00
2019-01-14,737.0,376.0,557.0,412.0,808.0,,,,,,12:00:00
2019-01-14,579.0,450.0,409.0,529.0,773.0,,,,,,13:00:00
2019-01-14,544.0,373.0,508.0,672.0,1209.0,,,,,,14:00:00
2019-01-14,359.0,522.0,502.0,668.0,1153.0,,,,,,15:00:00
2019-01-14,282.0,410.0,449.0,481.0,998.0,,,,,,16:00:00
2019-01-14,275.0,309.0,570.0,724.0,1179.0,,,,,,17:00:00
2019-01-14,380.0,227.0,585.0,881.0,1152.0,,,,,,18:00:00
2019-01-14,300.0,141.0,543.0,1017.0,287.0,,,,,,19:00:00
2019-01-14,127.0,17.0,337.0,477.0,92.0,,,,,,20:00:00
2019-01-14,41.0,,170.0,296.0,7.0,,,,,,21:00:00
2019-01-14,0.0,,135.0,126.0,,,,,,,22:00:00
2019-01-14,,,4.0,14.0,,,,,,,23:00:00
2019-01-15,,,,,29.0,,,,,,03:00:00
2019-01-15,205.0,513.0,738.0,173.0,215.0,,,,,,04:00:00
2019-01-15,319.0,435.0,701.0,658.0,879.0,,,,,,05:00:00
2019-01-15,281.0,410.0,574.0,1079.0,831.0,,,,,,06:00:00
2019-01-15,199.0,185.0,428.0,635.0,994.0,,,,,,07:00:00
2019-01-15,367.0,245.0,483.0,506.0,1250.0,,,,,,08:00:00
2019-01-15,628.0,341.0,556.0,520.0,990.0,,,,,,09:00:00
2019-01-15,605.0,488.0,544.0,312.0,811.0,,,,,,10:00:00
2019-01-15,514.0,411.0,417.0,199.0,663.0,,,,,,11:00:00
2019-01-15,546.0,315.0,378.0,262.0,651.0,,,,,,12:00:00
2019-01-15,531.0,399.0,353.0,153.0,629.0,,,,,,13:00:00
2019-01-15,610.0,309.0,247.0,278.0,816.0,,,,,,14:00:00
2019-01-15,218.0,515.0,593.0,462.0,890.0,,,,,,15:00:00
2019-01-15,143.0,346.0,417.0,311.0,936.0,,,,,,16:00:00
2019-01-15,154.0,279.0,528.0,594.0,844.0,,,,,,17:00:00
2019-01-15,264.0,199.0,495.0,950.0,612.0,,,,,,18:00:00
2019-01-15,159.0,218.0,387.0,1052.0,340.0,,,,,,19:00:00
2019-01-15,50.0,11.0,245.0,248.0,61.0,,,,,,20:00:00
2019-01-15,1.0,,135.0,278.0,4.0,,,,,,21:00:00
2019-01-15,,,63.0,155.0,,,,,,,22:00:00
2019-01-15,,,11.0,5.0,,,,,,,23:00:00
2019-01-16,,,,,14.0,,,,,,03:00:00
2019-01-16,227.0,488.0,535.0,156.0,210.0,,,,,,04:00:00
2019-01-16,288.0,320.0,635.0,519.0,694.0,,,,,,05:00:00
2019-01-16,240.0,418.0,475.0,860.0,977.0,,,,,,06:00:00
2019-01-16,331.0,219.0,583.0,671.0,1115.0,,,,,,07:00:00
2019-01-16,486.0,477.0,507.0,459.0,1082.0,,,,,,08:00:00
2019-01-16,674.0,423.0,400.0,493.0,1089.0,,,,,,09:00:00
