Date,All,ANC,ATL,BOI,BZN,DEN,DFW,FLL,LAS,LAX,MIA,MCO,MSO,PDX,PHX,SEA,SJC,SFO,TPA,Total
2020-09-27,874375.0,3035.0,31720.0,3686.0,2231,39154.0,29123.0,19501.0,39506.0,36482.0,18225.0,27200.0,971,8737.0,26134.0,18970.0,4457.0,14292.0,11477.0,27758244.0
2020-09-28,799376.0,3381.0,28546.0,3497.0,2047,36932.0,27237.0,20668.0,36203.0,31580.0,17369.0,25432.0,962,8258.0,24345.0,17328.0,3768.0,11782.0,11021.0,25471788.0
2020-09-29,570743.0,3084.0,20081.0,2705.0,1214,24896.0,19364.0,14852.0,21470.0,26110.0,9463.0,16713.0,554,6751.0,18191.0,14539.0,3229.0,9208.0,7768.0,18155721.0
2020-09-30,636141.0,3747.0,20879.0,2703.0,1234,24659.0,22752.0,15967.0,19415.0,28378.0,9709.0,17739.0,571,7642.0,19717.0,16726.0,4263.0,13047.0,8353.0,20057702.0
2020-10-01,857205.0,3390.0,28401.0,3243.0,1435,33079.0,31424.0,21666.0,26312.0,35464.0,16453.0,23869.0,683,9165.0,24674.0,20422.0,5197.0,16585.0,11399.0,26868630.0
2020-10-02,860044.0,3288.0,30126.0,2945.0,1347,32919.0,31743.0,21026.0,23335.0,35924.0,17501.0,24703.0,792,8829.0,26608.0,19810.0,5371.0,16686.0,11826.0,26980257.0
2020-10-03,678399.0,3146.0,23210.0,2704.0,1571,25386.0,23388.0,16838.0,20323.0,28652.0,14696.0,21005.0,667,7419.0,25648.0,16369.0,4118.0,14090.0,9530.0,21515121.0
2020-10-04,902157.0,2751.0,32284.0,4024.0,2155,39840.0,30348.0,22051.0,39399.0,36860.0,18260.0,27794.0,850,8950.0,28975.0,18987.0,4549.0,14385.0,11929.0,28614372.0
2020-10-05,819609.0,3265.0,28415.0,3422.0,1834,36063.0,29334.0,21477.0,35428.0,31408.0,17589.0,25985.0,949,8501.0,26153.0,16159.0,3779.0,12187.0,11514.0,26010993.0
2020-10-06,592018.0,3110.0,20044.0,2756.0,1129,23943.0,19885.0,14508.0,21279.0,26049.0,9586.0,17386.0,556,7073.0,20083.0,14812.0,3479.0,9721.0,7968.0,18718327.0
2020-10-07,670336.0,2967.0,22627.0,2850.0,1116,25122.0,22903.0,17211.0,20592.0,29868.0,9934.0,19707.0,548,8134.0,21424.0,17581.0,3943.0,13278.0,9332.0,21111767.0
2020-10-08,939620.0,2813.0,32453.0,3792.0,1353,35807.0,33490.0,23799.0,27870.0,37005.0,17977.0,28418.0,716,10966.0,27299.0,22486.0,5237.0,16729.0,14177.0,29439273.0
2020-10-09,971209.0,2880.0,35726.0,3387.0,1557,39126.0,36731.0,24124.0,27814.0,39313.0,20066.0,30397.0,786,10512.0,29083.0,22076.0,5711.0,18856.0,14048.0,30622406.0
2020-10-10,771245.0,2633.0,26291.0,3086.0,1381,32344.0,26539.0,19606.0,23589.0,31378.0,17225.0,27327.0,734,8757.0,25165.0,17964.0,4448.0,15765.0,11647.0,24502244.0
2020-10-11,986133.0,2440.0,35195.0,4522.0,1846,42193.0,33360.0,24683.0,44875.0,38979.0,19812.0,33070.0,941,9937.0,30747.0,19816.0,4970.0,15573.0,15310.0,31322774.0
2020-10-12,959850.0,2910.0,33386.0,4165.0,1899,40573.0,33814.0,25339.0,41804.0,35598.0,20521.0,33717.0,1029,9545.0,29440.0,19678.0,4467.0,14493.0,15201.0,30474123.0
2020-10-13,682299.0,2517.0,24113.0,3028.0,1242,27717.0,23406.0,18770.0,25264.0,28909.0,11867.0,22996.0,606,7561.0,21799.0,16086.0,3622.0,10764.0,10279.0,21646427.0
2020-10-14,719725.0,2831.0,23295.0,2890.0,1115,29379.0,23969.0,18995.0,23180.0,31221.0,11671.0,22474.0,651,8277.0,21851.0,17635.0,4217.0,13900.0,10314.0,22677322.0
2020-10-15,953579.0,2877.0,31782.0,3770.0,1468,37588.0,33400.0,25268.0,30209.0,39023.0,19410.0,29105.0,749,10738.0,26322.0,22398.0,5490.0,18002.0,14822.0,29990104.0
2020-10-16,974711.0,2831.0,34650.0,3320.0,1433,37344.0,35983.0,25765.0,29811.0,40305.0,20290.0,31800.0,852,10448.0,27117.0,22370.0,5679.0,19190.0,14828.0,30745881.0
2020-10-17,790336.0,2542.0,25032.0,2924.0,1360,29453.0,26052.0,21610.0,25702.0,33009.0,18510.0,29403.0,736,9068.0,25056.0,18860.0,4487.0,16189.0,13470.0,25117217.0
2020-10-18,1032947.0,2294.0,36585.0,4451.0,1860,41665.0,34445.0,26757.0,45328.0,40429.0,21049.0,36292.0,960,10965.0,32409.0,22133.0,5129.0,17554.0,16751.0,32831901.0
2020-10-19,922637.0,2826.0,31605.0,3724.0,1665,37154.0,30839.0,25727.0,40992.0,35417.0,21172.0,33228.0,947,9542.0,28554.0,18507.0,4196.0,14405.0,15553.0,29359182.0
2020-10-20,664255.0,2504.0,22161.0,2923.0,954,24611.0,24541.0,19639.0,24954.0,29623.0,12232.0,22648.0,560,7639.0,21625.0,16186.0,3586.0,10783.0,10256.0,21163144.0
2020-10-21,696818.0,2813.0,22442.0,2966.0,918,24412.0,24965.0,18984.0,21941.0,31464.0,11637.0,22473.0,507,8441.0,21541.0,17918.0,4146.0,14350.0,10221.0,22020883.0
2020-10-22,938002.5,2903.0,31019.0,3589.0,1237,33280.0,34435.0,25186.0,29125.0,38807.0,19778.0,29662.0,709,10757.0,25711.0,22568.0,5528.0,17585.0,14805.0,29503509.5
2020-10-23,960981.0,2624.0,33368.0,3165.0,1224,34037.0,36208.0,25538.0,28800.0,40318.0,21028.0,31700.0,659,10330.0,27183.0,22356.0,5703.0,18581.0,14918.0,30290199.0
2020-10-24,758136.0,2370.0,24317.0,2844.0,860,27628.0,27528.0,20867.0,25100.0,31871.0,18588.0,28099.0,547,8401.0,24267.0,18205.0,4351.0,15196.0,12851.0,24162590.0
2020-10-25,985302.0,2044.0,35103.0,4167.0,1375,36300.0,38524.0,25942.0,44165.0,39367.0,20958.0,35655.0,650,9993.0,30869.0,20506.0,5013.0,16858.0,16119.0,31435394.0
2020-10-26,894630.0,2444.0,31656.0,3521.0,1185,33323.0,34135.0,25563.0,40216.0,34832.0,21158.0,33656.0,753,9054.0,28249.0,17395.0,4087.0,12959.0,15081.0,28565959.0
2020-10-27,649688.0,2494.0,22796.0,2635.0,884,23705.0,23426.0,19218.0,25343.0,29552.0,12202.0,23027.0,417,7739.0,22268.0,15672.0,3631.0,10668.0,10157.0,20795518.0
2020-10-28,670105.0,2792.0,22310.0,2645.0,819,22795.0,26329.0,18867.0,21826.0,29594.0,11506.0,21041.0,439,7961.0,21416.0,17403.0,4295.0,14396.0,9083.0,21258082.0
2020-10-29,874992.0,2543.0,27584.0,3175.0,1135,29376.0,31311.0,24247.0,29459.0,35550.0,19044.0,29003.0,570,10034.0,24322.0,21175.0,5389.0,16603.0,13128.0,27529680.0
2020-10-30,895620.0,2618.0,31682.0,2894.0,1155,29644.0,32777.0,25350.0,27605.0,37110.0,20880.0,30875.0,714,9451.0,25305.0,20144.0,5502.0,18157.0,12997.0,28262936.0
2020-10-31,618894.0,1913.0,21555.0,2066.0,713,20074.0,18513.0,18717.0,19257.0,27622.0,16660.0,23646.0,423,7524.0,18374.0,15341.0,3890.0,13708.0,9420.0,19715514.0
2020-11-01,937848.0,2349.0,33451.0,3782.0,1172,34708.0,31160.0,26423.0,43352.0,39335.0,21468.0,34437.0,674,10051.0,28941.0,21347.0,4938.0,17564.0,14309.0,30023083.0
2020-11-02,846604.0,2575.0,31245.0,3331.0,1149,31063.0,29054.0,25956.0,39940.0,34232.0,21529.0,32640.0,702,8987.0,27398.0,17568.0,4201.0,13952.0,13641.0,27231185.0
2020-11-03,577184.0,2265.0,20665.0,2477.0,606,19445.0,20192.0,18557.0,23698.0,26458.0,12019.0,21833.0,350,6911.0,18757.0,14367.0,3479.0,9894.0,8556.0,18549935.0
2020-11-04,637383.0,2903.0,20990.0,2540.0,661,19288.0,22494.0,17818.0,18769.0,28077.0,18767.0,21476.0,424,7218.0,19195.0,16389.0,4101.0,13250.0,9048.0,20229193.0
2020-11-05,866413.0,2717.0,27590.0,3474.0,1111,28366.0,29361.0,22316.0,23181.0,35066.0,20361.0,26642.0,576,9814.0,24415.0,20820.0,5853.0,16074.0,12832.0,27029298.0
2020-11-06,895923.0,2706.0,31939.0,3083.0,901,29555.0,30677.0,24728.0,22940.0,38048.0,21848.0,29993.0,583,9766.0,25643.0,20318.0,6273.0,18377.0,13491.0,28179680.0
2020-11-07,690908.0,2600.0,21094.0,2670.0,836,20205.0,24011.0,20603.0,20599.0,29487.0,20969.0,27946.0,415,7896.0,22063.0,16917.0,4616.0,14844.0,11383.0,22050058.0
2020-11-08,976251.0,2070.0,34360.0,4090.0,1193,36234.0,32049.0,26537.0,45725.0,39035.0,25352.0,38039.0,606,9278.0,34617.0,19517.0,5192.0,16903.0,17403.0,31335261.0
2020-11-09,838858.0,2481.0,29419.0,3127.0,839,30429.0,30929.0,21033.0,39296.0,32502.0,21404.0,34459.0,571,8324.0,31031.0,16388.0,4392.0,13074.0,16349.0,26986519.0
2020-11-10,599151.0,2307.0,20072.0,2508.0,631,18558.0,23099.0,19042.0,22699.0,27478.0,11321.0,22295.0,410,7265.0,21636.0,15756.0,3727.0,11202.0,9625.0,19263594.0
2020-11-11,675993.0,2566.0,21376.0,2539.0,711,20414.0,23985.0,18408.0,21081.0,30809.0,19736.0,24873.0,430,8295.0,21262.0,17944.0,4646.0,15101.0,8316.0,21555715.0
2020-11-12,870803.0,2438.0,29188.0,3379.0,953,27861.0,30265.0,22473.0,26432.0,35902.0,20461.0,27484.0,614,9724.0,25093.0,19749.0,5532.0,15789.0,11295.0,27225437.0
2020-11-13,884456.0,2569.0,32553.0,3120.0,861,28407.0,31866.0,24336.0,24931.0,37047.0,21416.0,30266.0,564,9707.0,25428.0,19639.0,6059.0,17421.0,13926.0,27898796.0
2020-11-14,698797.5,2142.0,22800.0,2546.0,682,20543.0,24725.0,20359.0,22732.0,30516.0,21658.0,30362.0,442,7848.0,23203.0,16530.0,4430.0,15571.0,11599.0,22452806.5
2020-11-15,982275.0,2018.0,35180.0,3735.0,1158,35774.0,33157.0,28742.0,46630.0,40904.0,29137.0,38853.0,577,9113.0,34825.0,19789.0,5360.0,17485.0,17523.0,31747645.0
2020-11-16,846985.0,2321.0,30671.0,2844.0,763,30581.0,28852.0,26491.0,40054.0,32824.0,28525.0,35592.0,458,8007.0,29655.0,15700.0,4587.0,13281.0,15901.0,27431596.0
2020-11-17,578634.0,2409.0,19908.0,2372.0,548,18002.0,21016.0,18742.0,22305.0,27966.0,14235.0,22917.0,395,6672.0,20381.0,13718.0,4036.0,11152.0,9551.0,18717537.0
2020-11-18,665693.0,2767.0,21395.0,2654.0,684,19927.0,23798.0,21224.0,18829.0,31187.0,22422.0,24328.0,389,7145.0,19725.0,16013.0,4365.0,15030.0,10762.0,21321935.0
2020-11-19,866562.0,2590.0,28421.0,3699.0,858,29392.0,29114.0,24279.0,22975.0,37836.0,25490.0,28520.0,540,8406.0,22556.0,18210.0,5670.0,16867.0,13873.0,27233958.0
2020-11-20,982461.0,2608.0,35459.0,3592.0,1118,32893.0,34582.0,28475.0,22992.0,43014.0,28341.0,33552.0,644,9243.0,25450.0,20573.0,6271.0,21001.0,16718.0,30983869.0
2020-11-21,944644.0,2601.0,32022.0,4101.0,1165,33106.0,35498.0,27327.0,20885.0,39399.0,26600.0,35608.0,545,8997.0,25475.0,19062.0,5638.0,19672.0,18292.0,29868163.0
2020-11-22,1006205.0,2059.0,37507.0,3935.0,1269,35664.0,36273.0,31369.0,38504.0,41823.0,31373.0,39668.0,564,8549.0,29752.0,18518.0,5414.0,18823.0,19642.0,32312809.0
2020-11-23,824325.0,2415.0,11814.0,2834.0,1110,31259.0,28249.0,29641.0,33539.0,37162.0,23815.0,34299.0,626,7965.0,27054.0,17252.0,4984.0,15921.0,17154.0,26446054.0
2020-11-24,915416.0,2489.0,33480.0,3565.0,1659,29809.0,31994.0,28602.0,25957.0,38132.0,22471.0,31609.0,718,8469.0,26932.0,17958.0,5379.0,16299.0,17044.0,28886050.0
2020-11-25,1030700.5,2495.0,37349.0,3527.0,1680,34140.0,37905.0,32333.0,28451.0,41182.0,29418.0,37084.0,781,8808.0,31297.0,20387.0,5944.0,19214.0,18021.0,32628575.5
2020-11-26,533721.5,1460.0,19957.0,1776.0,560,19450.0,15053.0,18605.0,15293.0,24235.0,19109.0,23234.0,477,4809.0,15520.0,11868.0,3255.0,10641.0,9308.0,17189120.5
2020-11-27,741192.0,1897.0,12681.0,2733.0,928,26693.0,24840.0,26818.0,22738.0,31546.0,25517.0,34233.0,616,7025.0,23169.0,15177.0,4293.0,13691.0,15627.0,23688306.0
2020-11-28,921853.0,2418.0,32445.0,3800.0,1362,31539.0,30856.0,29216.0,27115.0,30838.0,26974.0,41783.0,626,8105.0,29552.0,16771.0,4672.0,15777.0,19655.0,29286907.0
2020-11-29,1134281.0,2215.0,39939.0,4185.0,1744,38757.0,37917.0,36533.0,38908.0,39540.0,34979.0,48375.0,1007,9274.0,36183.0,20455.0,5416.0,18722.0,24395.0,36119487.0
2020-11-30,940421.0,2578.0,34506.0,3486.0,1243,29071.0,31382.0,33476.0,31262.0,32964.0,31008.0,41916.0,863,7876.0,30444.0,16535.0,4742.0,14495.0,20546.0,30057986.0
2020-12-01,741722.0,2412.0,27648.0,2962.0,1017,22112.0,23624.0,25457.0,21205.0,30129.0,17005.0,31366.0,517,7140.0,25307.0,15642.0,4748.0,12095.0,16263.0,23616565.0
2020-12-02,634505.0,2565.0,22007.0,2474.0,851,17505.0,21355.0,20542.0,12622.0,26557.0,23998.0,24719.0,486,6529.0,19979.0,14843.0,3567.0,12176.0,10776.0,20164800.0
2020-12-03,740297.0,2397.0,25285.0,2622.0,829,21459.0,25383.0,23575.0,16766.0,29334.0,23985.0,25084.0,531,7452.0,20281.0,14708.0,3685.0,12161.0,11578.0,23138620.0
2020-12-04,755458.0,2360.0,27182.0,2374.0,809,21770.0,26481.0,22748.0,16244.0,31002.0,24385.0,27375.0,478,7120.0,20592.0,15115.0,4276.0,14005.0,11135.0,23681619.0
2020-12-05,633077.0,2242.0,21769.0,2250.0,702,17175.0,22772.0,20200.0,14250.0,26124.0,24416.0,28330.0,392,6315.0,19777.0,13457.0,3625.0,13216.0,9619.0,20206532.0
2020-12-06,838674.0,1680.0,31163.0,2909.0,1081,28486.0,33073.0,30858.0,34452.0,30405.0,30662.0,37890.0,481,6438.0,28829.0,14008.0,3640.0,13321.0,16314.0,27204604.0
2020-12-07,705638.0,1923.0,28385.0,2236.0,716,25365.0,27342.0,27702.0,27516.0,24175.0,29250.0,34309.0,457,5822.0,23285.0,11411.0,2691.0,9764.0,13469.0,23006216.0
2020-12-08,503329.0,2010.0,19106.0,1989.0,640,15311.0,19614.0,19748.0,15190.0,21057.0,14264.0,22399.0,358,4848.0,17315.0,10725.0,2526.0,8656.0,8208.0,16243843.0
2020-12-09,564721.5,2254.5,20007.0,2146.0,681,16366.5,21519.5,18394.0,12752.0,23268.0,23911.0,22637.0,337,5397.0,17125.0,12218.0,2750.0,10727.0,8525.0,18046639.0
2020-12-10,755600.0,2079.0,26323.0,2576.0,897,23734.0,26365.0,24508.0,18322.0,29154.0,25694.0,27062.0,538,7211.0,20314.0,13991.0,3285.0,12208.0,11942.0,23699381.0
2020-12-11,790717.0,2408.0,29225.0,2316.0,835,25405.0,28602.0,24198.0,17338.0,31203.0,26776.0,31984.0,438,7546.0,20677.0,15681.0,3902.0,13504.0,12697.0,24936684.0
2020-12-12,665086.0,2444.0,22354.0,2039.0,677,19825.0,23550.0,21192.0,14524.0,25783.0,26698.0,34949.0,455,6716.0,19177.0,14858.0,3412.0,13754.0,11781.0,21347934.0
2020-12-13,865995.0,2153.0,32502.0,2677.0,1060,33286.0,31919.0,31345.0,34828.0,29018.0,32123.0,41705.0,481,7019.0,28658.0,15369.0,3475.0,12806.0,18341.0,28135736.0
2020-12-14,753208.5,2462.0,28911.0,2351.0,985,30116.0,27008.0,29529.0,28220.0,24673.0,30688.0,35920.0,431,6673.0,23362.0,13297.0,2656.0,10103.0,16114.0,24504136.5
2020-12-15,582330.0,2816.0,22431.0,2139.0,832,19269.0,20574.0,21677.0,15343.0,23448.0,16756.0,24284.0,382,6202.0,17725.0,13405.0,2857.0,11012.0,9670.0,18675672.0
2020-12-16,642102.0,2421.0,23006.0,2279.0,968,21052.0,22254.0,20873.0,14856.0,27184.0,24215.0,23529.0,417,7115.0,19218.0,15392.0,3251.0,12404.0,9469.0,20486803.0
2020-12-17,855989.0,3429.0,30323.0,3229.0,1186,31296.0,31179.0,26800.0,20566.0,36152.0,29002.0,30774.0,597,8482.0,25531.0,19174.0,4527.0,15790.0,13608.0,27275486.0
2020-12-18,1074538.0,2974.0,43070.0,3528.0,1573,36656.0,37485.0,31577.0,21945.0,43344.0,31710.0,37358.0,587,9560.0,29247.0,23147.0,5354.0,19497.0,16712.0,33761322.0
2020-12-19,1075050.0,3164.0,37921.0,4380.0,1719,35470.0,38675.0,30722.0,19661.0,40389.0,30918.0,38924.0,575,9400.0,30427.0,23163.0,5381.0,19491.0,18311.0,33612651.0
2020-12-20,1065368.0,2633.0,40300.0,3701.0,2147,39449.0,38260.0,35639.0,36258.0,39551.0,36319.0,44399.0,699,9097.0,31542.0,20964.0,4471.0,16997.0,19058.0,34145220.0
2020-12-21,956993.0,2683.0,35072.0,3621.0,1674,36289.0,35118.0,32890.0,29700.0,35269.0,31672.0,37602.0,689,8755.0,29161.0,19686.0,4288.0,14169.0,15745.0,30566876.0
2020-12-22,996992.5,2574.0,34149.0,3843.0,1968,37437.0,33238.0,33399.0,23710.0,38280.0,31602.0,38679.0,715,9492.0,28549.0,20534.0,4521.0,14615.0,16910.0,31485564.5
2020-12-23,1198446.0,3109.0,41102.0,4842.0,2758,46090.0,39202.0,40098.0,27485.0,43021.0,35898.0,48519.0,979,11309.0,35334.0,24367.0,5535.0,17304.0,22545.0,37834057.0
2020-12-24,848456.0,2417.0,29736.0,2911.0,1769,31907.0,28732.0,30624.0,18958.0,32303.0,23573.0,35292.0,527,7589.0,22818.0,18071.0,4212.0,12841.0,15367.0,26824713.0
2020-12-25,652688.0,1756.0,21914.0,2038.0,712,22883.0,22578.0,24585.0,11995.0,26017.0,24755.0,25680.0,363,6399.0,15927.0,14426.0,3174.0,10686.0,10709.0,20658651.0
2020-12-26,1134468.0,2683.0,37259.0,4928.0,1946,39530.0,35912.0,33397.0,23668.0,34671.0,29379.0,45900.0,842,10860.0,31473.0,22358.0,4881.0,15790.0,20964.0,35149179.0
2020-12-27,1286294.0,2714.0,43068.0,4936.0,2267,46826.0,41404.0,38730.0,36249.0,41301.0,33738.0,51876.0,986,11816.0,35479.0,25696.0,5802.0,16468.0,23793.0,40171677.0
2020-12-28,1114697.0,2955.0,37980.0,4368.0,1989,39283.0,37563.0,33832.0,28530.0,33319.0,29172.0,43092.0,890,10774.0,29570.0,23016.0,4603.0,13993.0,19000.0,34640422.0
2020-12-29,1024047.0,3037.0,33671.0,4420.0,1627,34180.0,33725.0,32538.0,25010.0,33109.0,28603.0,38715.0,689,9953.0,28025.0,20615.0,4578.0,13887.0,17769.0,31874666.0
2020-12-30,1167933.0,3073.0,38226.0,4669.0,2149,41433.0,36306.0,38005.0,31277.0,39134.0,34002.0,47478.0,993,11536.0,33112.0,22844.0,4851.0,16119.0,21024.0,36603284.0
2020-12-31,874870.0,2669.0,28652.0,3212.0,1551,31165.0,31737.0,32497.0,21337.0,24260.0,22978.0,38456.0,575,7736.0,24643.0,16512.0,3944.0,11066.0,17662.0,27454302.0
2021-01-01,809672.0,2504.0,26696.0,2645.0,1889,31962.0,27695.0,34439.0,27947.0,25727.0,26746.0,42063.0,801,6887.0,25772.0,15426.0,2618.0,10630.0,19773.0,26220836.0
2021-01-02,1200533.0,3249.0,38474.0,5290.0,2938,43352.0,35658.0,45864.0,43576.0,35307.0,35065.0,60680.0,1115,10509.0,38006.0,21435.0,4451.0,14981.0,28722.0,38316971.0
2021-01-03,1333891.0,3225.0,45769.0,5218.0,3080,50896.0,40573.0,47978.0,50233.0,43971.0,37987.0,60947.0,996,11418.0,43374.0,24559.0,5132.0,16264.0,30489.0,42613648.0
2021-01-04,1083212.0,3186.0,37011.0,4170.0,2460,38838.0,35768.0,44160.0,39167.0,33192.0,34687.0,53482.0,778,8930.0,35390.0,19005.0,3615.0,12492.0,26252.0,34804021.0
2021-01-05,767935.0,2981.0,27545.0,3238.0,1613,25568.0,26091.0,33643.0,21214.0,27954.0,25204.0,39489.0,615,7071.0,23639.0,15721.0,3302.0,10372.0,19417.0,24856348.0
2021-01-06,666526.0,3057.0,25026.0,2401.0,1252,21199.0,23924.0,28256.0,13976.0,24547.0,24810.0,29256.0,539,6279.0,19264.0,14112.0,2584.0,10294.0,12484.0,21351542.0
2021-01-07,773345.0,2775.0,26530.0,2404.0,1212,24594.0,26000.0,29298.0,16850.0,26231.0,28123.0,32160.0,586,7184.0,19328.0,15335.0,3064.0,10968.0,12391.0,24309078.0
2021-01-08,774062.0,2919.0,27547.0,2586.0,1480,27767.0,26881.0,28324.0,16084.0,28114.0,28736.0,33337.0,531,6740.0,19658.0,15618.0,3218.0,11583.0,12682.0,24524165.0
2021-01-09,712182.0,2706.0,23303.0,2608.0,2570,23959.0,24561.0,27103.0,14098.0,24540.0,28764.0,35689.0,398,6816.0,19208.0,14513.0,3351.0,11681.0,12471.0,22737375.0
2021-01-10,887957.0,2163.0,31237.0,3365.0,2336,35081.0,28120.0,34638.0,34229.0,30672.0,33727.0,43398.0,569,6958.0,30131.0,16161.0,3098.0,12264.0,17474.0,28782134.0
2021-01-11,708935.0,2079.0,25617.0,2439.0,1519,27809.0,25868.0,29335.0,27483.0,22136.0,31041.0,34111.0,462,5693.0,22273.0,11532.0,2360.0,8504.0,13100.0,23017448.0
2021-01-12,521372.0,2222.0,18703.0,1930.0,940,17419.0,19696.0,25129.0,13646.0,18738.0,23181.0,22477.0,316,4949.0,15749.0,10967.0,2418.0,8038.0,8482.0,16911068.0
2021-01-13,568645.0,2882.0,19619.0,2050.0,949,18241.0,20840.0,21422.0,11898.0,21432.0,21875.0,21597.0,363,5486.0,15813.0,13304.0,2603.0,9581.0,8382.0,18073690.0
2021-01-14,806240.0,2532.0,28535.0,2747.0,1183,27479.0,27125.0,26407.0,17232.0,28411.0,26337.0,27678.0,581,7723.0,19914.0,16725.0,3603.0,11396.0,12043.0,25123405.0
2021-01-15,903189.0,2804.0,34483.0,2874.0,1410,32818.0,34077.0,28854.0,18464.0,32444.0,28367.0,32466.0,580,8122.0,23209.0,19082.0,4372.0,14236.0,14619.0,28399898.0
2021-01-16,690651.0,2431.0,25574.0,2203.0,1434,22201.0,25069.0,24476.0,13618.0,24441.0,25992.0,29819.0,429,6574.0,19059.0,15025.0,3544.0,11697.0,11155.0,21941488.0
2021-01-17,811651.0,1891.0,29936.0,2933.0,1716,31763.0,26994.0,31975.0,35105.0,27295.0,31824.0,40643.0,502,5929.0,27513.0,13939.0,2752.0,10565.0,16383.0,26438899.0
2021-01-18,879418.0,2182.0,34255.0,3423.0,2402,38708.0,30078.0,34154.0,36516.0,23826.0,31650.0,44492.0,508,6835.0,33296.0,14758.0,2938.0,9863.0,20151.0,28686755.0
2021-01-19,560095.0,2073.0,22406.0,2171.0,1429,21720.0,20450.0,24327.0,17461.0,18673.0,21907.0,28198.0,372,4746.0,21717.0,10917.0,2224.0,7654.0,11110.0,18360174.0
2021-01-20,544167.0,2414.0,18969.0,1992.0,986,17180.0,19867.0,21005.0,12100.0,18924.0,19895.0,22120.0,355,5224.0,17047.0,11704.0,2525.0,9268.0,8538.0,17321776.0
2021-01-21,729786.0,2467.0,24924.0,2366.0,1079,23754.0,24694.0,24805.0,16196.0,26075.0,24494.0,26239.0,468,6833.0,19083.0,14687.0,2923.0,9639.0,10595.0,22764157.0
2021-01-22,756210.0,2321.0,28398.0,2708.0,1206,25571.0,28070.0,24059.0,16264.0,26853.0,22778.0,27152.0,451,6850.0,20974.0,14812.0,3577.0,11671.0,11632.0,23690891.0
2021-01-23,605814.0,1905.0,20416.0,2046.0,1451,19365.0,20716.0,22350.0,13091.0,20888.0,23554.0,27695.0,309,5509.0,18282.0,12441.0,2838.0,9810.0,11042.0,19278558.0
2021-01-24,839805.0,1711.0,30585.0,3023.0,2107,35199.0,26945.0,34006.0,38487.0,26751.0,32652.0,42189.0,511,6040.0,28980.0,13609.0,2618.0,10154.0,17630.0,27393918.0
2021-01-25,702022.0,2066.0,26402.0,2533.0,1686,29594.0,26144.0,30671.0,30704.0,19376.0,30597.0,36950.0,371,5389.0,23291.0,11317.0,2275.0,7807.0,14668.0,23052129.0
2021-01-26,471332.0,1960.0,16749.0,1897.0,1074,16736.0,16951.0,20545.0,14433.0,16154.0,19570.0,22229.0,351,4373.0,15567.0,9725.0,2037.0,6854.0,8707.0,15320036.0
2021-01-27,536578.0,2439.0,18268.0,1896.0,904,16432.0,18906.0,20086.0,12629.0,19162.0,19334.0,20922.0,331,5275.0,15192.0,11343.0,2453.0,8091.0,8531.0,16966708.0
2021-01-28,752705.0,2402.0,25422.0,2749.0,1236,26135.0,24178.0,24545.0,17361.0,25200.0,24083.0,27847.0,565,7602.0,20171.0,15495.0,3123.0,9732.0,11107.0,23461734.0
2021-01-29,776149.0,2363.0,27955.0,2796.0,1393,26642.0,27454.0,24519.0,17078.0,26606.0,23656.0,29338.0,455,7043.0,20421.0,16096.0,3607.0,11176.0,11787.0,24263130.0
2021-01-30,617591.0,2041.0,20095.0,2111.0,1530,19438.0,20461.0,22301.0,14738.0,20585.0,22911.0,29573.0,311,5604.0,18126.0,12551.0,2875.0,9631.0,10758.0,19592697.0
2021-01-31,859534.0,1969.0,31067.0,3408.0,2497,36651.0,30063.0,32500.0,39972.0,26693.0,31443.0,41369.0,533,6549.0,30460.0,15138.0,2770.0,10292.0,17637.0,28021031.0
2021-02-01,633266.0,2069.0,22310.0,2606.0,1802,29749.0,22809.0,23518.0,29749.0,20174.0,24996.0,31065.0,424,5991.0,23827.0,12035.0,2336.0,7429.0,14172.0,20898865.0
2021-02-02,495332.0,2005.0,17668.0,1934.0,1096,17660.0,17782.0,21804.0,15379.0,18457.0,21171.0,24459.0,335,4666.0,15997.0,11088.0,1997.0,7441.0,10106.0,16219751.0
2021-02-03,581457.0,2577.0,19735.0,2002.0,941,16654.0,20039.0,21054.0,12772.0,19600.0,20729.0,21768.0,324,5581.0,16136.0,12819.0,2545.0,9004.0,9527.0,18264936.0
2021-02-04,780475.0,2521.0,26385.0,2726.0,1374,26692.0,26416.0,22959.0,17304.0,27076.0,23629.0,27405.0,566,7897.0,20749.0,16400.0,3311.0,10376.0,10209.0,24215482.0
2021-02-05,834244.0,2589.0,30303.0,3044.0,1621,29242.0,28850.0,22368.0,17955.0,29928.0,22730.0,28982.0,551,7959.0,22044.0,17442.0,4044.0,12178.0,10861.0,25877777.0
2021-02-06,669329.0,2152.0,21516.0,2077.0,1918,21552.0,21275.0,21820.0,14876.0,22236.0,22569.0,30383.0,411,6355.0,19298.0,14726.0,3227.0,10233.0,10486.0,21042849.0
2021-02-07,814955.0,1861.0,28185.0,2981.0,2377,36404.0,26351.0,30718.0,37259.0,26308.0,30738.0,41125.0,519,6565.0,29876.0,14862.0,2661.0,9399.0,15815.0,26609041.0
2021-02-08,825392.0,2179.0,27104.0,3052.0,2492,35243.0,25129.0,30622.0,41824.0,23705.0,29281.0,42605.0,483,6723.0,31662.0,13607.0,2588.0,8357.0,25396.0,27032996.0
