Date,All,ANC,ATL,BOI,BZN,DEN,DFW,FLL,LAS,LAX,MIA,MCO,MSO,PDX,PHX,SEA,SJC,SFO,TPA,Total
2020-05-15,250922.0,1268.0,7016.0,843.0,237,9056.0,9569.0,5817.0,5079.0,10628.0,4041.0,5731.0,152,2757.0,9008.0,6268.0,1504.0,4377.0,3556.0,7760211.0
2020-05-16,194031.0,813.0,5865.0,661.0,215,6488.0,7393.0,4814.0,3050.0,9367.0,3587.0,4177.0,149,2314.0,7040.0,5560.0,1164.0,3595.0,2796.0,6042617.0
2020-05-17,254976.0,695.0,8080.0,1144.0,196,9535.0,10118.0,5583.0,5131.0,12321.0,4782.0,6377.0,281,2955.0,9934.0,6006.0,1253.0,3813.0,4494.0,7983534.0
2020-05-18,244774.0,1272.0,8071.0,988.0,276,8839.0,9333.0,5989.0,5040.0,10471.0,4275.0,6550.0,190,2684.0,9837.0,5851.0,1115.0,3804.0,4201.0,7660248.0
2020-05-19,188512.5,1131.0,5642.5,805.5,189,6035.5,8064.5,5370.0,3268.0,9623.0,3412.0,5038.0,188,2308.0,8033.0,6130.0,1041.0,3527.0,3095.0,6003050.5
2020-05-20,230385.0,1325.0,7044.0,936.0,185,7244.0,9161.0,5269.0,3922.0,10255.0,3732.0,6714.0,150,3097.0,10012.0,6242.0,1345.0,4026.0,3845.0,7232279.0
2020-05-21,319244.0,1344.0,9528.0,1108.0,299,13030.0,11500.0,7176.0,7126.0,12731.0,4864.0,9373.0,263,3678.0,11255.0,8476.0,1907.0,4695.0,4361.0,9921674.0
2020-05-22,347741.0,1551.5,10211.0,1092.0,352,14140.0,12548.0,6843.0,7968.0,13536.0,5351.0,9375.0,230,3471.0,12902.0,8567.0,2295.0,5619.0,5098.0,10771089.5
2020-05-23,253190.0,978.0,8152.0,955.0,205,8003.0,9277.0,6019.0,4063.0,11771.0,4036.0,6732.0,204,2634.0,9075.0,6845.0,1734.0,4701.0,3956.0,7867278.0
2020-05-24,267547.0,839.0,8259.0,1117.0,326,9865.0,10413.0,5651.0,6009.0,12107.0,4718.0,8465.0,314,3101.0,11325.0,6246.0,1159.0,4187.0,4674.0,8411350.0
2020-05-25,341247.0,1411.0,10752.0,1279.0,412,14037.0,12831.0,7563.0,8660.0,12451.0,6529.0,12454.0,275,3437.0,14389.0,7628.0,1681.0,4332.0,6548.0,10746340.0
2020-05-26,265351.0,1511.0,10322.0,1391.0,287,8644.0,10726.0,6973.0,4865.0,11836.0,4313.0,8389.0,222,3071.0,11561.0,7033.0,1581.0,4083.0,5370.0,8437967.0
2020-05-27,261888.0,1627.0,8590.0,1169.0,243,8282.0,10711.0,6145.0,4927.0,10777.0,4213.0,7734.0,232,3079.0,11980.0,7175.0,1554.0,4244.0,5397.0,8266089.0
2020-05-28,322589.0,1506.0,9908.0,1325.0,395,12903.0,11748.0,7007.0,7661.0,12298.0,4934.0,9808.0,301,3385.0,12323.0,7716.0,1781.0,4899.0,5169.0,10049920.0
2020-05-29,329712.0,1596.0,10010.0,1141.0,322,13298.0,12631.0,7108.0,7556.0,12122.0,4813.0,9917.0,230,3378.0,12278.0,7743.0,1918.0,5195.0,5354.0,10251862.0
2020-05-30,272547.0,1156.0,8770.0,1147.0,267,8323.0,10014.0,6872.0,4256.0,12128.0,4673.0,7766.0,228,3007.0,10196.0,7338.0,1615.0,4710.0,5407.0,8506524.0
2020-05-31,353215.0,1075.0,11089.0,1555.0,512,13875.0,12231.0,7229.0,8642.0,14837.0,6305.0,12144.0,374,3610.0,13859.0,7928.0,1853.0,5167.0,6826.0,11073970.0
2020-06-01,354479.0,2055.0,10691.0,1425.0,344,12832.0,13518.0,9006.0,7688.0,15193.0,6540.0,11845.0,319,3740.0,12803.0,8259.0,1508.0,5227.0,6399.0,11112329.0
2020-06-02,267887.0,1817.0,8991.0,1301.0,305,8391.0,10842.0,7433.0,4799.0,12606.0,3775.0,8236.0,291,3459.0,10969.0,7298.0,1621.0,4755.0,4947.0,8488453.0
2020-06-03,304280.0,1940.0,9510.0,1332.0,349,9233.0,11425.0,7707.0,4782.0,12549.0,4810.0,8807.0,273,3478.0,12403.0,8962.0,1634.0,5478.0,5869.0,9525251.0
2020-06-04,393143.0,1824.0,11659.0,1403.0,545,15185.0,14235.0,9209.0,8234.0,15099.0,7509.0,11361.0,418,4735.0,13597.0,9195.0,2382.0,6209.0,6269.0,12221925.0
2020-06-05,419538.0,1867.5,13323.0,1398.0,455,15537.0,15239.0,9570.0,9645.0,16049.0,6614.0,12362.0,293,4185.0,13886.0,10375.0,2639.0,6756.0,7086.0,13019634.5
2020-06-06,353161.0,1579.0,10631.0,1293.0,419,12802.0,12670.0,8173.0,5926.0,14813.0,6213.0,10501.0,245,3652.0,12735.0,9393.0,2225.0,6248.0,6975.0,11016386.0
2020-06-07,441683.0,1449.0,14006.0,2031.0,797,16082.0,15285.0,10286.0,14796.0,17405.0,8664.0,15147.0,486,4937.0,15873.0,9481.0,2721.0,6706.0,8045.0,13908728.0
2020-06-08,431203.0,2114.0,14011.0,1760.0,550,16372.0,15098.0,10802.0,14136.0,15527.0,8161.0,13604.0,422,4605.0,15705.0,9258.0,2198.0,5702.0,7160.0,13511068.0
2020-06-09,338615.0,2046.0,10993.0,1587.0,391,11961.0,12968.0,8434.0,8043.0,13571.0,6877.0,10594.0,306,4564.0,13628.0,9064.0,2183.0,5559.0,6605.0,10745475.0
2020-06-10,386960.0,2320.0,12732.0,1586.0,455,14117.0,14300.0,9909.0,8635.0,17009.0,6948.0,12223.0,215,4522.0,14484.0,10779.0,2469.0,6534.0,6845.0,12241918.0
2020-06-11,502613.0,2471.0,15053.0,1948.0,643,19082.0,16507.0,12794.0,13634.0,18449.0,7299.0,14649.0,463,5814.0,16296.0,11813.0,3377.0,8152.0,7659.0,15586036.0
2020-06-12,520397.0,2170.0,16475.0,1804.0,550,18505.0,18203.0,13097.0,14280.0,18484.0,8055.0,15131.0,395,5280.0,15445.0,12267.0,3635.0,8845.0,8357.0,16109633.0
2020-06-13,437145.0,2042.0,13936.0,1583.0,525,15452.0,14724.0,10851.0,9461.0,18874.0,6988.0,13707.0,248,4767.0,14371.0,11249.0,3033.0,6893.0,8202.0,13644325.0
2020-06-14,544615.0,1870.0,16990.0,2362.0,1061,19856.0,17869.0,14366.0,20049.0,20762.0,10061.0,18689.0,381,6006.0,19023.0,12449.0,3134.0,8168.0,10209.0,17171728.0
2020-06-15,535023.5,2579.0,16933.0,2119.0,632,19877.5,17956.0,14464.0,18183.0,20070.0,10871.0,17382.0,493,5824.0,18125.0,12128.0,2857.0,7750.0,9545.0,16828724.0
2020-06-16,418208.0,2455.0,14736.0,1963.0,463,14002.0,15056.0,11175.0,10530.0,17565.0,9256.0,13433.0,327,5505.0,15430.0,11772.0,2641.0,7167.0,7909.0,13308615.0
2020-06-17,442323.0,2527.0,14179.0,1925.0,540,15850.0,15496.0,10359.0,10546.0,18463.0,8304.0,13348.0,273,5395.0,15684.0,13104.0,2965.0,8070.0,8180.0,13951309.0
2020-06-18,577400.0,2374.0,17538.0,2177.0,792,22600.0,19134.0,15133.0,16496.0,20727.0,9370.0,17772.0,509,6267.0,16966.0,14352.0,3813.0,9985.0,9234.0,17972873.0
2020-06-19,587447.0,2412.5,17756.5,1897.0,635,21053.0,19955.0,14575.0,17055.0,20756.0,10068.0,18715.0,536,5869.0,17638.0,14644.0,4061.0,10248.0,9701.0,18260962.0
2020-06-20,508556.0,2194.0,15922.0,1771.0,781,18601.0,16938.0,13592.0,11726.0,20281.0,9862.0,17174.0,255,5854.0,15644.0,13485.0,3424.0,8638.0,9693.0,15948537.0
2020-06-21,592049.0,2565.0,18612.0,2527.0,936,21217.0,19790.0,15899.0,21996.0,21881.0,10740.0,20721.0,557,6569.0,18243.0,13986.0,3572.0,9459.0,10953.0,18650096.0
2020-06-22,608688.0,2981.0,19796.0,2396.0,842,22966.0,20780.0,15924.0,20276.0,21878.0,11537.0,19118.0,650,6682.0,18401.0,14546.0,3320.0,9025.0,10109.0,19056941.0
2020-06-23,470973.0,2484.0,16120.0,2053.0,491,16819.5,16672.5,12269.0,12478.0,18587.0,10718.0,15788.0,342,6012.0,16378.0,13961.0,3273.0,8256.0,8404.0,14974729.0
2020-06-24,496510.0,2709.0,17446.0,2078.0,626,18044.0,17847.0,12189.0,12728.0,20005.0,9292.0,15625.0,351,6009.0,16484.0,14118.0,3468.0,9059.0,8878.0,15695278.0
2020-06-25,624576.0,2726.0,19647.0,2202.0,841,23679.0,21239.0,16312.0,18707.0,22305.0,9951.0,18919.0,497,6770.0,18123.0,15625.0,4278.0,10409.0,10214.0,19453140.0
2020-06-26,633855.0,2875.0,20677.0,2126.0,674,24515.0,20587.0,16547.0,19224.0,22417.0,10710.0,19728.0,655,6788.0,18133.0,15382.0,4591.0,10903.0,10334.0,19768943.0
2020-06-27,547035.0,2540.0,18101.0,2048.0,970,21313.0,18176.0,14147.0,13967.0,21627.0,9952.0,18295.0,380,6299.0,16591.0,13858.0,3762.0,9533.0,10465.0,17201173.0
2020-06-28,634227.0,2396.0,20639.0,2463.0,1112,24580.0,20025.0,17211.0,24045.0,23581.0,11345.0,21842.0,585,6967.0,19154.0,14881.0,3995.0,10741.0,10132.0,19974903.0
2020-06-29,626150.0,2865.0,21255.0,2328.0,918,24701.0,19718.0,17225.0,22549.0,24021.0,11313.0,19025.0,645,6636.0,18681.0,14144.0,3787.0,9570.0,10145.0,19649420.0
2020-06-30,500479.0,2869.0,17415.0,2149.0,621,20056.0,17229.0,12705.0,13968.0,19587.0,9948.0,16260.0,353,6391.0,16481.0,13616.0,3824.0,9518.0,8529.0,15890970.0
2020-07-01,627203.0,3174.0,19835.0,2194.0,918,24798.0,21803.0,17925.0,16254.0,27155.0,10451.0,18691.0,393,7571.0,18285.0,17064.0,4849.0,11778.0,9605.0,19750718.0
2020-07-02,765134.0,3339.0,27001.0,2509.0,1221,30451.0,26398.0,20593.0,22953.0,29179.0,11448.0,21935.0,678,9034.0,21111.0,18955.0,5852.0,12660.0,11943.0,23939798.0
2020-07-03,719212.0,3005.0,25371.0,2312.0,834,27104.0,25079.0,18999.0,22116.0,27961.0,11116.0,20908.0,791,7793.0,19404.0,17684.0,5386.0,11835.0,11246.0,22466092.0
2020-07-04,466171.5,2144.0,15315.5,1609.0,959,16608.5,16773.5,12438.0,11268.0,19077.0,7708.0,14336.0,421,5210.0,12731.0,11873.0,2840.0,9121.0,8047.0,14573061.0
2020-07-05,733555.0,2612.0,25539.0,2782.0,1443,28660.0,23869.0,19826.0,30703.0,28231.0,11410.0,24851.0,954,8324.0,18387.0,16154.0,4298.0,10656.0,12752.0,23073706.0
2020-07-06,757134.0,3583.0,26423.0,2512.0,1364,30506.0,23831.0,19567.0,28896.0,28678.0,11508.0,24070.0,1091,8453.0,18069.0,16829.0,4048.0,11242.0,11556.0,23635544.0
2020-07-07,642225.0,3307.0,22704.0,2887.0,1133,23664.0,23591.0,16562.0,19798.0,24825.0,12235.0,20490.0,851,7818.0,17187.0,16644.0,3465.0,10367.0,10344.0,20203263.0
2020-07-08,633379.0,3473.0,21429.0,2709.0,1365,23275.0,21659.0,16450.0,18435.0,24556.0,11044.0,18749.0,635,7739.0,16258.0,16482.0,3688.0,10217.0,9779.0,19772711.0
2020-07-09,712013.0,3217.0,22477.0,2844.0,699,27439.0,25868.0,17607.0,22917.0,26431.0,11835.0,19366.0,908,8430.0,18525.0,17264.0,4333.0,10734.0,10416.0,22120821.0
2020-07-10,712926.0,3473.0,23990.0,2507.0,1250,26293.0,24941.0,17870.0,22768.0,26288.0,12076.0,20388.0,900,8195.0,17615.0,16852.0,4541.0,10652.0,10551.0,22136492.0
2020-07-11,659533.0,3271.0,21008.0,2645.0,1748,25092.0,22407.0,16514.0,18691.0,25447.0,10968.0,20297.0,833,7608.0,15770.0,15435.0,3813.0,10470.0,11231.0,20492155.0
2020-07-12,757332.0,3075.0,26101.0,3063.0,1865,30554.0,24188.0,19312.0,30935.0,28809.0,14160.0,23731.0,1137,8797.0,17516.0,16491.0,3973.0,10238.0,11884.0,23714183.0
2020-07-13,699202.0,4059.0,24177.0,2861.0,1620,29177.0,23034.0,18612.0,29426.0,24881.0,12533.0,21850.0,1119,7978.0,16116.0,15443.0,3500.0,8866.0,10471.0,21918475.0
2020-07-14,544101.0,3477.0,18613.0,2597.0,1169,20620.0,18437.0,14421.0,18202.0,21330.0,10664.0,17568.0,826,7157.0,13964.0,13728.0,2970.0,8428.0,8688.0,17143344.0
2020-07-15,590732.0,3446.0,18921.0,2528.0,1267,21726.0,20029.0,15417.0,17539.0,25428.0,10447.0,16396.0,626,7481.0,15625.0,16355.0,3581.0,9965.0,8553.0,18504058.0
2020-07-16,707293.0,3594.0,23934.0,2573.0,1489,29482.0,25469.0,16403.0,22636.0,26074.0,11260.0,19183.0,773,8330.0,18018.0,17277.0,4335.0,11354.0,9630.0,22020781.0
2020-07-17,721345.0,3962.0,24885.0,2501.0,1381,28314.0,25905.0,16625.0,23048.0,27618.0,11022.0,20936.0,957,7879.0,17894.0,16956.0,4531.0,10973.0,10319.0,22433461.0
2020-07-18,647992.0,3515.0,20946.0,2457.0,1962,26178.0,22807.0,15363.0,17566.0,23948.0,10843.0,20479.0,885,7678.0,15644.0,15284.0,3832.0,10466.0,10667.0,20163344.0
2020-07-19,749265.0,3379.0,25643.0,3090.0,2010,32524.0,24023.0,17086.0,31446.0,29758.0,13449.0,24028.0,1092,8819.0,17749.0,16608.0,3807.0,10238.0,11158.0,23529420.0
2020-07-20,696958.0,3854.0,24660.0,2783.0,1733,31134.0,23460.0,17097.0,29458.0,25468.0,11829.0,21409.0,1048,8427.0,16270.0,15432.0,3539.0,8854.0,9659.0,21876144.0
2020-07-21,531010.0,3654.0,18741.0,2559.0,1149,20924.0,18822.0,13399.0,17991.0,21322.0,9614.0,16917.0,693,6830.0,13336.0,13905.0,2938.0,7665.0,8302.0,16749525.0
2020-07-22,572177.0,3734.0,19299.0,2412.0,1431,21714.0,19822.0,13949.0,16631.0,23791.0,10631.0,16533.0,684,7123.0,14719.0,15106.0,3494.0,9558.0,7807.0,17917929.0
2020-07-23,706244.0,3993.0,23422.0,2809.0,1698,30472.0,25657.0,15970.0,22435.0,26465.0,10967.0,19754.0,834,8417.0,18037.0,16811.0,4171.0,10496.0,9310.0,21990398.0
2020-07-24,727130.0,4158.0,25168.0,2562.0,1573,29628.0,26859.0,16987.0,22877.0,27815.0,11494.0,20999.0,935,8193.0,17703.0,16854.0,4689.0,10989.0,10069.0,22653126.0
2020-07-25,650243.0,3989.0,20955.0,2567.0,2089,26710.0,23149.0,14401.0,17560.0,24725.0,10520.0,20292.0,824,7733.0,15532.0,15749.0,3839.0,10338.0,10675.0,20239630.0
2020-07-26,751974.0,3844.0,25398.0,3175.0,2007,34309.0,24054.0,17204.0,32396.0,29287.0,13874.0,23455.0,1111,8697.0,17493.0,17100.0,3940.0,11225.0,11154.0,23678687.0
2020-07-27,700996.0,4220.0,24437.0,2888.0,1836,32116.0,24619.0,16093.0,30538.0,25946.0,11742.0,21470.0,1141,8687.0,15702.0,16306.0,3424.0,8740.0,9563.0,22043752.0
2020-07-28,537220.0,4061.0,18115.0,2486.0,1328,21268.0,18775.0,13257.0,18510.0,22023.0,9692.0,16710.0,688,7150.0,13562.0,14531.0,3135.0,7470.0,7811.0,16933200.0
2020-07-29,575575.0,4100.0,18245.0,2590.0,1320,22350.0,21311.0,13514.0,17185.0,24496.0,10235.0,16417.0,688,7043.0,14683.0,15936.0,3532.0,10249.0,7878.0,18072197.0
2020-07-30,718757.0,4244.0,23080.0,2811.0,1591,31514.0,27011.0,16371.0,23274.0,27411.0,11236.0,19934.0,882,8640.0,18094.0,17106.0,4636.0,10800.0,9439.0,22424841.0
2020-07-31,769294.0,4391.0,25800.0,2653.0,1606,31229.0,28084.0,19440.0,23655.0,30112.0,13266.0,23176.0,1003,8533.0,18771.0,18176.0,5028.0,12691.0,10772.0,24054544.0
2020-08-01,709770.0,4324.0,22398.0,3128.0,2173,28411.0,24695.0,14563.0,17930.0,28141.0,11321.0,23399.0,899,8434.0,15753.0,18087.0,4400.0,12291.0,11169.0,22059978.0
2020-08-02,800493.0,4414.0,27198.0,3542.0,2176,35332.0,25366.0,15680.0,33720.0,33280.0,12164.0,22195.0,1161,9606.0,18250.0,18765.0,4166.0,11738.0,11413.0,25030125.0
2020-08-03,739262.0,4429.0,24889.0,3138.0,2014,32995.0,24529.0,17073.0,31648.0,28938.0,12652.0,21040.0,1178,8952.0,16079.0,17182.0,3645.0,10126.0,9304.0,23158039.0
2020-08-04,544786.0,4433.0,18556.0,2929.0,1417,23376.0,18591.0,13381.0,18777.0,22744.0,11450.0,16034.0,767,7559.0,13283.0,15457.0,3083.0,8234.0,7277.0,17258178.0
2020-08-05,597395.0,4644.0,19234.0,2652.0,1510,23183.0,20489.0,13538.0,16549.0,25387.0,10152.0,16084.0,745,7463.0,14507.0,15725.0,3603.0,10922.0,7309.0,18615837.0
2020-08-06,744903.0,4522.0,24245.0,3083.0,1679,32047.0,26425.0,15723.0,23682.0,29939.0,11041.0,19593.0,805,9288.0,18080.0,18264.0,4796.0,11457.0,9074.0,23154322.0
2020-08-07,763552.0,4437.0,26385.0,2639.0,1473,31338.0,27135.0,17194.0,23039.0,30636.0,12745.0,21141.0,1054,8795.0,18448.0,17871.0,5124.0,12455.0,9830.0,23770365.0
2020-08-08,684394.0,4302.0,20898.0,2883.0,2196,29149.0,22832.0,14169.0,18112.0,26767.0,12190.0,20437.0,990,8717.0,15317.0,16938.0,4128.0,11801.0,9730.0,21248298.0
2020-08-09,833642.0,4047.0,27392.0,3847.0,2397,37822.0,25538.0,17403.0,35634.0,34087.0,14268.0,24985.0,1272,10149.0,18747.0,19619.0,4017.0,12590.0,11395.0,26133445.0
2020-08-10,763448.0,4342.0,26597.0,3279.0,1943,34663.0,24762.0,17253.0,32814.0,30435.0,13601.0,21562.0,1296,9597.0,16565.0,17496.0,3838.0,10881.0,9503.0,23956981.0
2020-08-11,559847.0,4066.0,19256.0,2734.0,1449,23279.0,18453.0,12874.0,18750.0,24060.0,11977.0,15888.0,732,7209.0,13495.0,15681.0,3319.0,8291.0,6956.0,17631948.0
2020-08-12,591801.0,4030.0,18550.0,2554.0,1493,23325.0,20163.0,13586.0,17186.0,26018.0,11224.0,16000.0,690,7784.0,15453.0,16224.0,3514.0,10786.0,7234.0,18537249.0
2020-08-13,762836.0,3986.0,23997.0,2909.0,1822,32374.0,26346.0,17459.0,23887.0,30668.0,12478.0,19889.0,831,9298.0,19873.0,18393.0,4638.0,12428.0,9701.0,23733203.0
2020-08-14,785079.0,4201.0,26782.0,2734.0,1579,31499.0,27654.0,18156.0,23512.0,32730.0,13846.0,21110.0,1011,8941.0,19672.0,18909.0,5398.0,13082.0,10019.0,24473430.0
2020-08-15,690793.0,3783.0,21642.0,2791.0,2239,28198.0,21783.0,15406.0,19567.0,27832.0,12948.0,20471.0,1008,8777.0,16242.0,18024.0,4441.0,12381.0,9426.0,21519992.0
2020-08-16,863229.0,3946.0,29370.0,3807.0,2458,39072.0,25560.0,18695.0,37654.0,37036.0,15410.0,24965.0,1335,10438.0,20973.0,19665.0,4490.0,13507.0,11701.0,27155353.0
2020-08-17,774940.0,4279.0,26985.0,3345.0,1938,35959.0,27733.0,17720.0,34414.0,30574.0,13286.0,21049.0,1301,9796.0,18145.0,18190.0,3623.0,11419.0,9853.0,24431955.0
2020-08-18,566455.0,3851.0,18897.0,2802.0,1343,23662.0,18245.0,13152.0,19513.0,25091.0,12538.0,15772.0,660,7543.0,14800.0,16274.0,3313.0,9446.0,7261.0,17915774.0
2020-08-19,588776.0,3782.0,18407.0,2640.0,1199,23655.0,20319.0,13554.0,16920.0,26121.0,11696.0,15932.0,598,7659.0,16198.0,16716.0,3570.0,11632.0,7518.0,18523020.0
2020-08-20,773548.0,3704.0,24857.0,3210.0,1492,32144.0,26191.0,17817.0,23658.0,31377.0,13895.0,20253.0,676,9557.0,20504.0,19307.0,5098.0,13216.0,10261.0,24124571.0
2020-08-21,765416.0,3851.0,26898.0,2963.0,1434,30099.0,27322.0,17893.0,23087.0,31333.0,14049.0,20514.0,830,9035.0,20082.0,18889.0,5568.0,13358.0,10224.0,23943619.0
2020-08-22,625520.0,3655.0,19646.0,2597.0,1854,26657.0,20888.0,14219.0,18297.0,25781.0,13177.0,19257.0,835,8433.0,15569.0,16760.0,4113.0,12372.0,8849.0,19702729.0
2020-08-23,843899.0,3417.0,27345.0,3592.0,2345,38913.0,25066.0,19358.0,38137.0,35210.0,15956.0,25180.0,1016,10112.0,20970.0,19999.0,4006.0,13508.0,12099.0,26627320.0
2020-08-24,728210.0,3669.0,24592.0,3174.0,1785,33294.0,23032.0,17647.0,34552.0,29473.0,14426.0,20927.0,941,9458.0,17279.0,17910.0,3359.0,10515.0,10076.0,23052137.0
2020-08-25,523732.0,3288.0,16984.0,2307.0,1137,20461.0,17307.0,12851.0,18992.0,23377.0,12378.0,15085.0,554,6969.0,13455.0,15133.0,3008.0,8850.0,6789.0,16589127.0
2020-08-26,540643.0,3362.0,17494.0,2223.0,1204,20208.0,19060.0,13534.0,16385.0,24781.0,10769.0,15300.0,581,7164.0,15319.0,16173.0,3344.0,10792.0,6983.0,17110273.0
2020-08-27,723392.0,3396.0,25258.0,2791.0,1345,29312.0,27212.0,16978.0,22447.0,29354.0,13194.0,19219.0,635,9223.0,20321.0,18116.0,4604.0,12671.0,9773.0,22714375.0
2020-08-28,740539.0,3438.0,25933.0,2381.0,1258,28144.0,28019.0,18080.0,22029.0,31529.0,14448.0,21050.0,741,8476.0,20024.0,17732.0,5209.0,13400.0,9797.0,23246181.0
2020-08-29,592980.0,3473.0,19216.0,2414.0,1705,22791.0,20693.0,14464.0,18267.0,25138.0,13046.0,18765.0,731,7733.0,14322.0,15582.0,3877.0,11355.0,8062.0,18697322.0
2020-08-30,809046.0,3531.0,27076.0,3524.0,2234,36258.0,23391.0,18673.0,39275.0,34544.0,16468.0,25045.0,1084,9380.0,19064.0,19011.0,3788.0,12834.0,11295.0,25602247.0
2020-08-31,714841.0,3576.0,25642.0,2995.0,1810,31820.0,23144.0,18330.0,35417.0,29589.0,15004.0,21935.0,1101,8791.0,17035.0,17179.0,3315.0,10249.0,9891.0,22761024.0
2020-09-01,517489.0,3372.0,17934.0,2340.0,1082,19400.0,17745.0,13017.0,19777.0,24014.0,12826.0,15205.0,536,6691.0,13649.0,14707.0,2873.0,9033.0,6926.0,16496504.0
2020-09-02,579565.0,3486.0,19469.0,2191.0,1105,20898.0,24540.0,13747.0,16261.0,27074.0,12499.0,15794.0,567,6929.0,16653.0,15712.0,3553.0,11616.0,7504.0,18349845.0
2020-09-03,879939.0,3485.0,30474.0,3388.0,1365,36604.0,34303.0,19478.0,24057.0,35308.0,15311.0,23079.0,701,10121.0,24298.0,21270.0,5960.0,15716.0,12285.0,27490634.0
2020-09-04,970767.0,3369.0,35147.0,3366.0,1598,39128.0,39087.0,21761.0,26301.0,39443.0,18669.0,26929.0,790,9977.0,26605.0,22822.0,7239.0,18343.0,13468.0,30424575.0
2020-09-05,664561.5,2906.0,23777.0,2402.0,1390,25640.0,22708.5,15934.5,18878.0,29672.0,14068.0,20465.0,641,7674.0,18159.0,16777.0,5135.0,14118.0,9417.0,20993976.5
2020-09-06,695037.0,3181.0,24843.0,2687.0,1898,31409.0,22787.0,17704.0,34958.0,31440.0,15443.0,23047.0,791,7733.0,17271.0,16194.0,3055.0,11719.0,10374.0,22303125.0
2020-09-07,937397.0,3806.0,33322.0,3919.0,2831,43833.0,31501.0,21429.0,40517.0,35679.0,17381.0,28355.0,1431,10648.0,26973.0,23203.0,4900.0,15014.0,13118.0,29725463.0
2020-09-08,706134.0,3689.0,25989.0,3591.0,1691,29558.0,23508.0,16250.0,24311.0,29449.0,16830.0,21200.0,799,8833.0,20758.0,20123.0,3582.0,11534.0,10092.0,22443535.0
2020-09-09,618811.0,3534.0,22126.0,2762.0,1495,26359.0,22533.0,14238.0,20049.0,27519.0,9802.0,17525.0,749,8511.0,18997.0,17245.0,3513.0,12363.0,8637.0,19665616.0
2020-09-10,756440.0,3358.0,26512.0,2876.0,1404,30325.0,29223.0,18027.0,25773.0,31738.0,14795.0,21414.0,719,9347.0,20809.0,18610.0,4730.0,13252.0,10139.0,23868301.0
2020-09-11,733284.0,3352.0,26277.0,2547.0,1171,28133.0,28146.0,17443.0,22917.0,31542.0,15263.0,21516.0,772,9032.0,19925.0,17754.0,4854.0,14122.0,9523.0,23138259.0
2020-09-12,615198.0,3485.0,20231.0,2466.0,1751,24350.0,22569.0,14163.0,19296.0,27726.0,14078.0,19481.0,802,9692.0,16745.0,16713.0,4216.0,14315.0,8858.0,19650953.0
2020-09-13,812449.0,3147.0,28641.0,3582.0,2073,35265.0,26466.0,18232.0,37431.0,34893.0,16302.0,25408.0,1029,10132.0,22723.0,19782.0,3904.0,14400.0,10877.0,25861456.0
2020-09-14,731737.0,3452.0,26578.0,3175.0,2105,32053.0,24001.0,18115.0,33636.0,30567.0,15367.0,22748.0,1003,9087.0,20842.0,17409.0,3356.0,11064.0,10204.0,23329213.0
2020-09-15,522883.0,3124.0,18059.0,2518.0,1098,22198.0,18044.0,12805.0,20684.0,24832.0,9352.0,15281.0,608,6711.0,15582.0,15511.0,3083.0,9677.0,7127.0,16737279.0
2020-09-16,578841.0,3512.0,19280.0,2562.0,1278,22237.0,21116.0,13420.0,18713.0,27117.0,8753.0,15740.0,643,8156.0,17170.0,16803.0,3928.0,12414.0,7714.0,18350267.0
2020-09-17,787959.0,3315.0,27218.0,3143.0,1511,31399.0,29723.0,18664.0,26347.0,33056.0,15569.0,21557.0,666,8856.0,22179.0,19453.0,4963.0,13638.0,10555.0,24792173.0
2020-09-18,813485.0,3369.0,31194.0,2944.0,1629,32352.0,31042.0,18156.0,25417.0,34258.0,16422.0,23813.0,784,8251.0,22435.0,19397.0,5338.0,15284.0,11181.0,25642417.0
2020-09-19,639891.0,3432.0,24247.0,2589.0,1835,26004.0,22312.0,15060.0,20527.0,28423.0,14538.0,20494.0,836,7882.0,18418.0,16469.0,4260.0,13493.0,9297.0,20428081.0
2020-09-20,850203.0,3129.0,31849.0,3659.0,2160,38439.0,27979.0,19120.0,39268.0,36466.0,17105.0,26216.0,1023,8365.0,24553.0,18456.0,4227.0,14350.0,11234.0,27034687.0
2020-09-21,773515.0,3449.0,27421.0,3293.0,2084,35984.0,27488.0,19726.0,35193.0,31170.0,16510.0,24165.0,982,8017.0,23351.0,17196.0,3599.0,11256.0,10608.0,24674289.0
2020-09-22,551887.0,3311.0,19366.0,2612.0,1204,23876.0,19516.0,14203.0,22657.0,24943.0,9824.0,15677.0,606,6603.0,18620.0,14225.0,3111.0,9238.0,7594.0,17653303.0
2020-09-23,609676.0,3337.0,20760.0,2581.0,1345,23568.0,21981.0,14912.0,20642.0,28214.0,9452.0,16839.0,572,7296.0,19760.0,16366.0,3923.0,12381.0,8259.0,19326888.0
2020-09-24,828981.0,3230.0,28533.0,3284.0,1479,32667.0,30511.0,20023.0,28100.0,34453.0,16241.0,23346.0,749,9026.0,23625.0,19889.0,5187.0,14375.0,10855.0,26050646.0
2020-09-25,847986.0,3368.0,31506.0,2893.0,1566,33122.0,32869.0,19769.0,26314.0,35664.0,17841.0,25575.0,801,8689.0,24354.0,20541.0,5798.0,15932.0,11486.0,26777622.0
2020-09-26,660084.0,3159.0,24415.0,2703.0,1760,26803.0,23216.0,16120.0,21341.0,29179.0,14986.0,21575.0,784,7749.0,20911.0,16149.0,4558.0,13771.0,9805.0,21096588.0
